Index,Unipolar,Bipolar,LAT,Impedance,A1,A2,A2-A1,SCI,ICL,ACL,Force,Paso
       0 ,0.77426,0.46531,70.02633,133.44798,-10000.00000,79.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,12.59766,-10000.00000
       1 ,1.17123,0.43353,-6.07685,127.52788,-10000.00000,-11.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.80793,-10000.00000
       2 ,0.83848,0.74944,50.14090,135.35318,-10000.00000,87.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,8.40472,-10000.00000
       3 ,0.72820,0.57573,72.17496,134.99471,-10000.00000,79.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,9.96028,-10000.00000
       4 ,0.69108,0.40174,69.07211,134.52921,-10000.00000,74.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,10.35865,-10000.00000
       5 ,1.38900,0.73435,-81.81741,130.35352,-10000.00000,-81.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,6.90913,-10000.00000
       6 ,0.84335,0.52836,65.21046,135.23746,-10000.00000,61.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,9.49253,-10000.00000
       7 ,1.58316,0.72466,-17.50141,132.48645,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.28404,-10000.00000
       8 ,1.16170,0.52489,-45.25916,129.39288,-10000.00000,-59.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,5.72215,-10000.00000
       9 ,0.90102,0.49828,-44.60772,122.62592,-10000.00000,-56.50000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.46631,-10000.00000
      10 ,1.09634,0.83341,4.63125,125.81812,-10000.00000,11.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.53493,-10000.00000
      11 ,1.49209,0.80228,-18.25549,127.21791,-10000.00000,-22.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,1.94938,-10000.00000
      12 ,0.76769,0.90722,-28.87500,134.92914,-10000.00000,-67.50000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,8.29943,-10000.00000
      13 ,0.75333,0.23384,71.67184,133.54868,-10000.00000,74.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,15.15447,-10000.00000
      14 ,1.17377,0.40887,-13.39408,132.47520,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.54872,-10000.00000
      15 ,0.81588,0.51713,70.30367,135.16626,-10000.00000,61.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,9.85662,-10000.00000
      16 ,0.93819,0.37288,-40.34185,130.20885,-10000.00000,-42.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.08055,-10000.00000
      17 ,1.23191,0.43370,-14.22329,132.04680,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.21694,-10000.00000
      18 ,0.92236,0.45365,76.87328,141.41046,-10000.00000,84.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.01088,-10000.00000
      19 ,1.88774,1.01682,-21.43975,130.88527,-10000.00000,-29.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.52453,-10000.00000
      20 ,1.84418,0.99106,-35.54096,131.68399,-10000.00000,-36.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.34064,-10000.00000
      21 ,1.60647,0.69779,-58.77337,127.71545,-10000.00000,-33.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,11.29390,-10000.00000
      22 ,1.51852,0.74692,-80.15880,131.11115,-10000.00000,-85.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.87208,-10000.00000
      23 ,1.26516,0.49076,-14.39579,132.23956,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.24878,-10000.00000
      24 ,0.63349,0.24968,-24.00526,126.70406,-10000.00000,-35.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,1.58663,-10000.00000
      25 ,1.31820,0.63068,-0.24175,124.54409,-10000.00000,-11.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.57290,-10000.00000
      26 ,1.18590,0.39462,-14.01148,133.15784,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.20887,-10000.00000
      27 ,0.46474,0.27070,67.64719,134.49287,-10000.00000,66.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,10.87521,-10000.00000
      28 ,1.77759,1.21425,-49.22575,132.05830,-10000.00000,-51.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,19.22309,-10000.00000
      29 ,0.67103,0.28008,-23.47860,131.63544,-10000.00000,-34.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,6.90071,-10000.00000
      30 ,1.03532,0.26089,-11.71704,132.98071,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.66672,-10000.00000
      31 ,-10000.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000
      32 ,1.16335,0.47036,-18.27489,128.50162,-10000.00000,-22.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,1.46905,-10000.00000
      33 ,1.02052,0.40115,-38.01746,130.42372,-10000.00000,-24.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.25113,-10000.00000
      34 ,0.98700,0.10800,-8.00000,127.00000,-10000.00000,-8.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,0.00000,-10000.00000
      35 ,1.07553,0.84261,-52.75000,134.49541,-10000.00000,-101.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,8.58157,-10000.00000
      36 ,0.57835,0.29624,67.74985,134.31546,-10000.00000,74.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,11.28310,-10000.00000
      37 ,1.19643,0.61417,-77.00339,128.08188,-10000.00000,-78.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.76311,-10000.00000
      38 ,0.83491,0.69563,-87.16682,128.81351,-10000.00000,-84.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,12.60000,-10000.00000
      39 ,0.70532,0.24691,31.41607,130.25735,-10000.00000,34.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,10.68323,-10000.00000
      40 ,0.85194,0.40089,-57.98494,127.24655,-10000.00000,-80.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,8.13249,-10000.00000
      41 ,1.63779,1.05385,-51.30657,130.30014,-10000.00000,-51.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,17.28987,-10000.00000
      42 ,0.49551,0.31839,65.81995,135.58713,-10000.00000,66.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,9.97943,-10000.00000
      43 ,0.47013,0.28748,68.88303,134.80048,-10000.00000,66.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,10.24526,-10000.00000
      44 ,0.80529,0.28963,-61.40000,131.19962,-10000.00000,-68.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,8.00000,-10000.00000
      45 ,2.42044,1.16143,-22.42816,136.00000,-10000.00000,-29.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.71428,-10000.00000
      46 ,0.56026,0.36209,70.78081,134.37341,-10000.00000,66.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,10.31363,-10000.00000
      47 ,0.99687,0.39843,-35.13434,130.90305,-10000.00000,-42.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.95484,-10000.00000
      48 ,0.91854,0.37033,-49.46999,128.15244,-10000.00000,-32.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,8.75357,-10000.00000
      49 ,0.84552,0.64643,73.29470,135.37794,-10000.00000,79.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,10.43074,-10000.00000
      50 ,1.36518,0.58123,-15.53722,132.06876,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.13528,-10000.00000
      51 ,0.90280,0.41675,-34.94496,121.96392,-10000.00000,-56.50000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.97033,-10000.00000
      52 ,0.41400,0.04500,-27.00000,128.00000,-10000.00000,-27.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.00000,-10000.00000
      53 ,0.88673,0.39673,73.11501,140.73181,-10000.00000,65.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.76486,-10000.00000
      54 ,1.44799,0.87260,-18.55953,132.36050,-10000.00000,-23.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,1.95207,-10000.00000
      55 ,0.50645,0.15266,31.55485,127.28577,-10000.00000,49.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,6.26512,-10000.00000
      56 ,0.69195,0.58349,-81.77740,137.57210,-10000.00000,-95.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,18.96334,-10000.00000
      57 ,2.60010,2.07412,-93.79990,139.10660,-10000.00000,-102.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,26.80156,-10000.00000
      58 ,1.51574,0.76632,-61.17801,124.38021,-10000.00000,-64.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,8.29063,-10000.00000
      59 ,1.68080,0.80866,-18.28831,132.26541,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.21754,-10000.00000
      60 ,1.23727,0.56916,-51.45733,128.66217,-10000.00000,-59.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.71556,-10000.00000
      61 ,1.11795,0.60336,77.34782,132.78036,-10000.00000,92.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,9.14481,-10000.00000
      62 ,0.92124,0.56928,75.25988,140.40034,-10000.00000,84.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.69058,-10000.00000
      63 ,1.22813,0.44099,-13.81041,132.16049,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.39829,-10000.00000
      64 ,1.58725,0.77285,-55.84416,129.04428,-10000.00000,-59.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,6.43480,-10000.00000
      65 ,0.90204,0.34144,69.34920,139.26581,-10000.00000,65.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.02338,-10000.00000
      66 ,0.81005,0.48308,-36.01239,121.94426,-10000.00000,-45.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,5.07603,-10000.00000
      67 ,0.74206,0.50099,51.00000,135.15030,-10000.00000,102.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,19.24808,-10000.00000
      68 ,0.98586,0.72351,71.52628,139.31374,-10000.00000,65.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.77878,-10000.00000
      69 ,1.61653,0.73212,-18.04766,132.68275,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.51177,-10000.00000
      70 ,1.92558,1.03316,-21.14238,130.33713,-10000.00000,-29.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.57552,-10000.00000
      71 ,0.44400,0.52500,-95.00000,139.00000,-10000.00000,-95.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,9.00000,-10000.00000
      72 ,1.14783,0.83517,42.25000,133.87794,-10000.00000,92.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,7.65071,-10000.00000
      73 ,1.60323,0.77670,-57.84323,128.31593,-10000.00000,-59.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,6.04351,-10000.00000
      74 ,1.94184,0.68555,-17.77605,131.28586,-10000.00000,-11.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.30628,-10000.00000
      75 ,1.16768,0.76463,43.75000,133.75781,-10000.00000,92.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,9.29365,-10000.00000
      76 ,2.04300,1.31400,-22.00000,127.00000,-10000.00000,-22.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.00000,-10000.00000
      77 ,1.74002,0.53183,-12.00486,127.77295,-10000.00000,-11.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.64435,-10000.00000
      78 ,1.31529,0.43479,-13.29128,131.90327,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.08044,-10000.00000
      79 ,1.78788,0.98293,-69.79744,125.85098,-10000.00000,-81.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,17.36353,-10000.00000
      80 ,1.14773,0.56303,-3.03488,124.73143,-10000.00000,11.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.18152,-10000.00000
      81 ,1.62191,0.73063,-18.99753,132.93126,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.41875,-10000.00000
      82 ,1.22768,0.24398,-41.39094,124.62448,-10000.00000,-39.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.26478,-10000.00000
      83 ,1.51202,1.02800,77.42052,136.92453,-10000.00000,80.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,11.64882,-10000.00000
      84 ,1.34844,0.53419,-15.39375,131.99255,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.05798,-10000.00000
      85 ,1.06764,0.48791,-41.78524,129.62210,-10000.00000,-42.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.49252,-10000.00000
      86 ,1.32864,0.50344,-14.89953,132.08586,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.15110,-10000.00000
      87 ,0.58986,0.32860,38.21848,133.38087,-10000.00000,41.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,14.34088,-10000.00000
      88 ,1.10151,0.46427,-34.57469,130.99884,-10000.00000,-24.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.99389,-10000.00000
      89 ,1.07244,0.46837,-44.31948,129.28552,-10000.00000,-59.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.20076,-10000.00000
      90 ,1.74734,0.82661,-20.60296,133.03639,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.52449,-10000.00000
      91 ,1.24006,0.50796,-94.83486,127.25436,-10000.00000,-108.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,7.13378,-10000.00000
      92 ,2.25396,0.91002,-79.87009,130.42516,-10000.00000,-71.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,11.91376,-10000.00000
      93 ,1.63737,0.71819,-68.55989,128.94958,-10000.00000,-64.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.44734,-10000.00000
      94 ,0.61510,0.28504,3.09147,130.10057,-10000.00000,3.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,6.23544,-10000.00000
      95 ,0.54330,0.33847,-57.00000,136.94034,-10000.00000,-109.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.44065,-10000.00000
      96 ,0.67978,0.63189,-21.25000,134.71426,-10000.00000,-65.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,11.00000,-10000.00000
      97 ,1.44513,0.66158,-17.98370,130.82086,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.72630,-10000.00000
      98 ,0.88722,0.53720,64.19960,135.52942,-10000.00000,61.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,9.59598,-10000.00000
      99 ,1.40756,0.59053,-16.10647,131.83516,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.95051,-10000.00000
     100 ,0.87600,0.22440,-56.85276,125.30605,-10000.00000,-72.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.73610,-10000.00000
     101 ,0.91810,0.38294,68.10912,138.39706,-10000.00000,65.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.05074,-10000.00000
     102 ,0.91614,0.50070,58.10294,130.81046,-10000.00000,97.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,13.73698,-10000.00000
     103 ,0.73691,0.59165,63.86113,134.54947,-10000.00000,79.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,9.32543,-10000.00000
     104 ,1.25007,0.62111,-18.81788,132.82654,-10000.00000,-12.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.36657,-10000.00000
     105 ,1.82638,0.89566,-21.05951,133.03650,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.61264,-10000.00000
     106 ,0.76200,0.46500,70.00000,133.00000,-10000.00000,70.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,9.00000,-10000.00000
     107 ,1.31461,0.66862,-31.19995,131.17993,-10000.00000,-24.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.70200,-10000.00000
     108 ,0.96327,0.67816,-0.31594,125.80779,-10000.00000,3.50000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.92202,-10000.00000
     109 ,1.32715,0.50344,-14.89953,132.03723,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.15110,-10000.00000
     110 ,0.66675,0.23743,7.30425,125.72523,-10000.00000,49.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.38651,-10000.00000
     111 ,0.50180,0.27354,-80.83574,140.14236,-10000.00000,-73.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,12.44747,-10000.00000
     112 ,1.10064,0.89791,-94.65401,136.99998,-10000.00000,-99.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,19.00000,-10000.00000
     113 ,0.47464,0.24103,67.23443,134.37576,-10000.00000,66.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,11.63256,-10000.00000
     114 ,0.87167,0.62576,72.78226,135.53836,-10000.00000,79.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,10.38647,-10000.00000
     115 ,1.51429,0.66360,-16.57897,131.98744,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.08851,-10000.00000
     116 ,0.68529,0.44571,93.06806,130.89395,-10000.00000,99.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,8.57156,-10000.00000
     117 ,1.26306,0.59411,-43.98731,130.11696,-10000.00000,-24.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,6.40372,-10000.00000
     118 ,0.97895,0.61846,70.32336,130.02776,-10000.00000,72.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.84039,-10000.00000
     119 ,0.74654,0.65453,-82.05979,122.61662,-10000.00000,-73.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,18.85279,-10000.00000
     120 ,1.75453,0.85611,-19.15148,131.79846,-10000.00000,-29.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.01974,-10000.00000
     121 ,0.88130,0.74825,-90.55661,124.73536,-10000.00000,-73.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,17.66164,-10000.00000
     122 ,1.18966,0.51967,2.10237,124.53102,-10000.00000,16.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,5.65472,-10000.00000
     123 ,2.07017,1.07218,-22.40558,132.97794,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.69081,-10000.00000
     124 ,0.79927,0.51014,43.16415,128.24033,-10000.00000,43.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,5.71489,-10000.00000
     125 ,1.22629,0.79439,74.04234,136.94647,-10000.00000,77.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,8.65232,-10000.00000
     126 ,2.22642,1.77684,-95.58917,135.85712,-10000.00000,-102.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,18.14277,-10000.00000
     127 ,0.73467,0.44536,-21.25000,134.57144,-10000.00000,-65.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,9.57139,-10000.00000
     128 ,1.20657,0.57085,79.57123,126.46716,-10000.00000,110.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,8.87189,-10000.00000
     129 ,0.90354,0.41995,68.86565,138.97838,-10000.00000,65.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.03604,-10000.00000
     130 ,1.27520,0.73869,-15.33986,130.15381,-10000.00000,-15.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.75868,-10000.00000
     131 ,1.63185,0.74073,-19.82339,133.08720,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.37980,-10000.00000
     132 ,1.40811,0.59105,-16.10841,131.85797,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.97461,-10000.00000
     133 ,1.22593,0.72514,-74.42862,126.39241,-10000.00000,-68.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,11.85713,-10000.00000
     134 ,1.24829,0.44082,-13.80479,131.98003,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.29793,-10000.00000
     135 ,1.22137,0.51622,-49.20980,128.79280,-10000.00000,-59.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.60034,-10000.00000
     136 ,1.25043,0.45820,-14.04120,132.09221,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.31249,-10000.00000
     137 ,1.11936,0.39670,-65.17192,126.52953,-10000.00000,-64.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,6.72025,-10000.00000
     138 ,1.27420,0.45820,-14.17849,132.04263,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.28651,-10000.00000
     139 ,1.40347,0.70784,-79.09622,133.40286,-10000.00000,-68.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,14.84620,-10000.00000
     140 ,0.68751,0.48326,-58.04911,133.55003,-10000.00000,-67.50000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,8.38932,-10000.00000
     141 ,1.31809,0.93134,74.46881,135.57491,-10000.00000,77.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,9.08458,-10000.00000
     142 ,1.35057,0.53794,-15.39840,132.01645,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.06987,-10000.00000
     143 ,1.03959,0.75144,-94.43803,130.46410,-10000.00000,-91.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,13.82909,-10000.00000
     144 ,0.63686,0.41816,-83.28584,132.71429,-10000.00000,-64.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.93725,-10000.00000
     145 ,0.74435,0.53335,79.64103,129.78714,-10000.00000,99.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,10.51339,-10000.00000
     146 ,1.60929,0.74931,-17.90868,131.48540,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.79145,-10000.00000
     147 ,1.34796,0.53379,-15.70935,131.94034,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.00102,-10000.00000
     148 ,1.42379,0.70231,-74.22220,128.61871,-10000.00000,-109.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,9.77221,-10000.00000
     149 ,1.40938,0.59227,-15.73844,129.99390,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.87089,-10000.00000
     150 ,1.27670,0.56561,-53.93787,129.17067,-10000.00000,-43.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,10.12363,-10000.00000
     151 ,1.39639,0.61504,-17.50799,131.39249,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.72820,-10000.00000
     152 ,1.04126,0.55433,-79.72545,126.85414,-10000.00000,-83.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,13.40314,-10000.00000
     153 ,2.02594,1.07203,-24.96692,133.15396,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.67008,-10000.00000
     154 ,0.95568,0.38106,72.44209,139.13882,-10000.00000,65.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.73935,-10000.00000
     155 ,1.22687,0.76260,56.70647,135.35434,-10000.00000,62.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,13.42779,-10000.00000
     156 ,0.47361,0.28725,69.55807,134.36563,-10000.00000,66.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,10.73035,-10000.00000
     157 ,1.37185,0.54293,-16.53901,131.42549,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.84964,-10000.00000
     158 ,0.60948,0.14443,-9.28580,129.14285,-10000.00000,4.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,5.13875,-10000.00000
     159 ,1.29720,0.49540,-14.41358,132.14400,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,3.17377,-10000.00000
     160 ,1.16152,0.66180,48.16658,134.00641,-10000.00000,55.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,11.99132,-10000.00000
     161 ,1.78490,0.89398,-19.65136,131.27756,-10000.00000,-29.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.73192,-10000.00000
     162 ,1.21145,0.25140,-45.49982,122.75371,-10000.00000,-45.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.81698,-10000.00000
     163 ,0.99512,0.16205,-28.86484,120.80672,-10000.00000,-45.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.20390,-10000.00000
     164 ,2.14007,1.13007,-21.58387,131.82274,-10000.00000,-29.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.94077,-10000.00000
     165 ,1.55101,0.73455,-18.52870,131.16675,-10000.00000,-29.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.59497,-10000.00000
     166 ,1.63775,0.83726,-63.75737,124.88348,-10000.00000,-64.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,11.08361,-10000.00000
     167 ,0.99893,0.56235,78.01038,140.28279,-10000.00000,84.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.53865,-10000.00000
     168 ,0.95413,0.65298,74.23354,139.73247,-10000.00000,65.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.36530,-10000.00000
     169 ,1.25705,0.77094,-81.91714,135.14395,-10000.00000,-89.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,16.38428,-10000.00000
     170 ,-10000.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000
     171 ,0.93205,0.41065,74.70896,140.01353,-10000.00000,84.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,4.14327,-10000.00000
     172 ,1.63579,0.78985,-19.90507,130.85785,-10000.00000,-29.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.47583,-10000.00000
     173 ,0.93720,0.78297,70.96494,134.80098,-10000.00000,84.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,5.93092,-10000.00000
     174 ,1.75790,0.47789,-13.18381,128.60628,-10000.00000,-9.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,2.81398,-10000.00000
     175 ,1.51224,0.72584,-45.26964,125.59369,-10000.00000,-51.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,10.37707,-10000.00000
     176 ,1.20721,0.82199,76.02058,136.49887,-10000.00000,84.00000,-10000.00000,-10000.00000,-10000.00000,-10000.00000,8.08703,-10000.00000
