BlankMeshes/OC59/Index,X,Y,Z
136,61744.58099317761,-16267.946841225346,102173.27432036606
137,52407.823067121775,-64976.385776941985,101506.76151015775
138,62991.8571622952,-15587.99518746332,102430.60107680224
139,18967.3582665707,-82466.33268901934,110696.88421320429
140,-88.78435921255665,-34733.61251194818,124409.4408507417
141,-19506.060147928547,-47455.31530889391,104131.66275210275
142,65248.65453661407,-16656.456355670587,102468.40869704438
143,38035.85525134711,-75322.15937641467,99279.8371318212
144,-6631.114903366485,-64178.03786679921,117469.44464429411
145,6643.59176707706,-67220.96688508155,96440.33021618341
146,65867.51634398669,-20561.209587366666,104512.44215162718
147,65959.35335940184,-15353.34838073899,104322.38794094356
148,28100.393084357267,-71879.05776209569,95916.91858557668
149,60185.40634040932,-17534.440518011572,108312.56866515342
150,57569.67043034972,-56230.85900185498,100783.48629939412
151,66720.22447650987,-16740.772891596458,107642.48615574019
152,10839.11325336845,-75380.18123317866,122470.28135147864
153,55677.157525101655,-27820.184900727127,103220.44543164206
154,-21618.74892611882,-45954.54423033183,81746.22394894183
155,-7431.194283946243,-35577.70047949153,97098.08264060077
156,-22819.38057749565,-19087.708430543113,118770.58373166238
157,66187.0661698086,-15888.829888865781,107838.93710882003
158,19564.830375173027,-34150.18022005157,94829.63480794345
159,64998.931300647644,-15500.109042317845,102589.61100841618
160,537.7492120962238,-35303.976880826856,96609.35253047188
161,66715.65696104664,-22527.315519535383,106933.63716626061
162,22707.894327914295,-40160.58059776432,136702.04953419018
163,26625.415538443747,-38182.40629154527,135743.46437759427
164,65319.646131834874,-23669.541341808246,106722.12312605158
165,67603.77806437374,-19257.0907778032,109103.21116313407
166,34038.66998089696,-73389.37093545593,132214.55282313254
167,-20908.48392037998,-54533.69002414432,84767.92244428684
168,-11478.544788585194,-50978.755266633605,81406.25227888874
169,18639.126729027168,-82459.5473067752,109277.12352608197
170,41249.999246032494,-60942.041238142054,139208.7644309789
171,-21894.09260066243,-49689.274611777015,78644.7590838809
172,67975.66673389466,-20803.77522264447,109303.03150211257
173,-14335.744613933508,-55788.156171995695,104827.28020494629
174,46708.55496295437,-20972.690639978602,107115.96538857873
175,58173.9641343051,-59161.45043463504,109213.59053915231
176,-19576.632823170785,-48274.405379584,100922.11062524785
177,-20795.44498492496,-48003.501565225226,88790.17281323478
178,67532.2604836847,-22126.926264123373,109304.10087926587
179,-2520.3582745075573,-27176.557252372935,103168.39782937331
180,36858.91558803828,-69744.94497464022,134418.5062109712
181,46977.57376410726,-32767.911965224564,86743.8718112135
182,60721.281994517645,-27663.900662819044,103017.65337742312
183,-11757.895889949268,-41595.42588411777,88669.42283555763
184,-2775.5025845866453,-69663.15471745373,116302.01754992803
185,31100.14673561924,-28141.191214475413,120832.87991047178
186,57491.33858339741,-27015.30938730885,102437.94572249323
187,33816.655801534085,-71945.60450852258,96195.40139783979
188,9707.798929474258,-67967.3905565175,128402.51933881611
189,23303.827139933157,-71096.36837679861,95971.28396224506
190,59202.882942625256,-16704.147462195204,103377.96417294304
191,-427.5336181562606,-65863.07495478248,122040.9125730665
192,64842.92253218939,-14281.13879296029,104138.35505166375
193,60895.857938996305,-50937.70254690501,121835.69988269881
194,65547.64785055505,-15811.547658638645,102598.29963412682
195,57925.58644448669,-16808.91260102602,105333.66192180642
196,66667.1172309548,-22178.636934476883,106567.21669477798
197,41191.34521604182,-48185.1922896829,87249.08657900838
198,66339.00582025989,-22783.28786703149,106556.39883173752
199,13416.133440434127,-55216.61538370814,135595.83027268763
200,45197.018797589684,-19441.803351146926,102972.13825010054
201,-17501.247157106325,-21634.103461936676,120449.0981792302
202,66637.30877667514,-22678.234265882595,107090.7957916298
203,9642.38610051415,-26500.023275139465,104897.23454203717
204,50238.41535603189,-25181.56595884635,115079.81819811961
205,-7368.549907630565,-63672.11112281673,116123.78572067693
206,-9605.908969363156,-58536.56238816755,112204.16241563729
207,-7486.20096277977,-27882.53505444298,118411.51153498878
208,60481.85320329668,-15903.267277217352,106581.55155748535
209,-11887.418126612954,-28517.3058355041,106352.98157861624
210,40575.771819197806,-62919.525839061884,91909.30943131312
211,35458.25942266746,-49615.90355023093,138579.6697449764
212,42200.32710345438,-72436.18336586577,97828.8584189618
213,60981.81939186135,-55655.147292526235,115329.64717903282
214,38920.94052468021,-45124.602009462185,88749.24790772548
215,-19057.212180837538,-50293.18158917976,76535.94823119814
216,-17196.91008266024,-46163.40407220859,77684.85980682322
217,51803.27798168766,-64709.15663240724,110097.29203024785
218,59263.30057000321,-16150.464751179366,105889.51989103563
219,41243.67528881124,-70976.11868475965,96206.21545643588
220,11708.387599904574,-75514.33452384177,123176.25613100351
221,51373.814043667815,-23857.579373547105,113746.18572123829
222,28994.729920029687,-76804.42951412892,99204.50124793299
223,-21411.179210116483,-47781.77805912587,83365.16161208086
224,-18110.828457725715,-42378.489257164896,100100.94079809493
225,61533.98616991183,-14900.592070651697,104903.21223105583
226,67142.31894943534,-22376.600516571223,107875.08694596186
227,62344.4478390996,-14879.424950493627,102853.0076961296
228,67300.7508013351,-21077.800673359474,107445.076769478
229,6818.4816762858145,-73211.5786529371,124291.19321540318
230,37224.40958618624,-76739.78767427006,100526.95990810587
231,51659.161159282965,-44853.5301907246,76433.65830573095
232,10844.625513434357,-68342.48915549176,129215.98352137794
233,46125.2931177287,-46496.9876548031,82079.4009946865
234,64503.63900114836,-14579.90437759821,102969.53444949849
235,50749.53524503445,-27081.05013977676,117221.35427741845
236,39386.662902526004,-24184.315842976277,101220.35797967677
237,5420.555491484329,-37177.879160532284,129599.72125353303
238,44351.811158345015,-73839.39307370118,116281.69094883456
239,67238.49775299149,-18804.15823388256,107655.10343356502
240,12460.635545688636,-50767.33790742853,90912.90520372933
241,65453.11557106543,-23108.908513960516,108631.95394310632
242,34401.99445114049,-78709.97905757454,125983.1078699678
243,61111.725818047285,-55826.693007477974,105070.4604126944
244,-10142.349221469007,-47875.22035742123,83948.06706171682
245,22180.921558024602,-51608.33776846425,91942.78880831234
246,61162.24827537059,-27989.924472618277,104344.92502505687
247,26502.878240881004,-63211.45742502904,139990.8978961727
248,46167.91412073677,-71318.94364050856,102294.40231995525
249,45687.97927236075,-70315.41582526511,120316.26016744439
250,65404.78014801319,-14796.008127607309,103375.3649180783
251,44618.47523013651,-74776.57838466276,114143.94889628662
252,66982.00572348479,-17234.67381172768,106980.98831260025
253,-21168.768948271885,-21698.797120140258,114840.13824144435
254,23849.920566120727,-30404.95451686699,96970.87968291646
255,47415.55476079866,-32359.511466007894,88659.48489014634
256,66930.01396061687,-22738.31459626583,108558.47163754191
257,64406.70939875757,-23489.027939115782,108636.46077860807
258,-17835.621851704716,-21474.87026436368,118081.80754102828
259,19757.383425236432,-65390.81715954619,93860.94159802636
260,56679.049715925656,-17747.596944111032,106707.4537695828
261,-5967.495382946485,-43813.935268482426,126550.06533315305
262,61840.47154161788,-16600.829442962175,108307.53214810589
263,62258.792702701576,-15066.422322228296,106856.85488816287
264,51118.561231852575,-59049.389102718815,130219.00984290017
265,-22622.913849237008,-42527.284100345205,101646.8462308451
266,62689.96893439791,-14430.396524783537,103572.1527339877
267,49215.23088885487,-32513.528193481114,89571.84604601767
268,-9524.66923659038,-25785.13143864666,114276.75866851312
269,65957.43069397588,-15421.842636290035,106356.86248923057
270,-18246.076366862555,-25722.606789847672,122781.26031730734
271,23576.28287717893,-45389.39079983073,92495.34479275526
272,67840.25040019714,-21547.495850680207,108780.12714612283
273,37620.472005072545,-77780.97436400624,103509.76743412968
274,66636.17210651412,-16350.913563630222,106513.41050703538
275,-19733.384762092657,-42427.75373156628,83390.11371324965
276,67138.58394620153,-17560.7951531627,107509.33599266755
277,-21397.306637768546,-52199.92524932646,83773.22970781292
278,67835.41492856572,-20526.048692907916,108638.75599820919
279,67687.90703572199,-22203.186389400715,108938.25901866208
280,65554.09283926226,-15364.28089683433,107908.2674317157
281,22710.19920174486,-33862.92556625873,94624.69932520388
282,26562.538192063665,-44581.069937912864,92749.78333244978
283,-22949.655191473783,-44198.55822797528,100196.48818184686
284,-9182.093836287855,-43960.05325761951,124874.16047954008
285,44469.37711613965,-69133.83789001897,96424.82617052872
286,65904.35546408549,-21880.604736067267,109651.94832964585
287,-9590.885690728484,-33568.658321010815,99209.2773174213
288,52023.402680441664,-56273.098889667395,132920.37497138046
289,-11103.98735369092,-25321.18810140917,114513.98042634722
290,50839.098450994075,-49224.313454717674,86984.17982171527
291,-20199.656431676274,-49693.30006987873,76570.33999041308
292,4590.405260333064,-59749.42201650543,128536.38512747221
293,43149.8880431351,-28135.928264448317,116919.41850790859
294,-27257.483825380223,-32413.08980633697,110154.24639818462
295,54993.46500943293,-63088.83231864744,105983.64616284083
296,67832.03700440927,-21448.18491571135,109428.67982126721
297,13889.323218050098,-60707.681513129406,91637.58981635886
298,47689.33553318498,-62374.22122243748,94953.14500046156
299,-6529.963113912861,-46676.55222925053,88783.20721103076
300,42695.98677998032,-25464.91927843995,110756.80615471685
301,49485.70818813455,-33183.773257452965,87999.75618648388
302,63023.60513222348,-14223.543253232245,105353.69306661515
303,35157.64564398567,-79088.67047211212,111157.51754351545
304,-7591.1619299234935,-26104.430310242755,115542.90748376127
305,63763.91978551549,-13946.818234392606,104255.71266192918
306,65636.2844979632,-14730.534582361348,104340.67211124052
307,24707.37748334836,-48825.39954388454,92391.65354307056
308,66471.0291639569,-16153.48021929266,106006.0798907239
309,35327.443284877205,-64393.838155056685,92680.85925022034
310,53960.69085595961,-45852.691482453985,84766.5337204821
311,17219.199476115118,-66088.00613457279,94407.78921489234
312,2567.124490246587,-66257.16912306256,123838.65277670618
313,47731.99891787081,-41126.57675164656,137440.1712023279
314,-3589.523364915307,-46502.359106896285,91466.30438872246
315,24624.93278996425,-40478.773507330254,93146.18080960192
316,-3177.3806312255683,-28361.394819651043,100880.68000926386
317,21266.685283147126,-48907.03602307885,138630.28447712515
318,26054.088248707492,-60236.39356400201,92675.5863994922
319,67833.1574178864,-19931.294349152624,109078.40545901621
320,-10813.852574832179,-28108.84034941571,120562.75049458724
321,-19698.29049129887,-54307.3197070781,90116.31716064124
322,64575.19594511271,-15505.216548257757,108497.99428281927
323,58283.470453990216,-18493.193276764865,108378.67794809518
324,63430.547145334705,-15824.683600466531,108517.27780982811
325,60104.54678203784,-40397.709561811585,105915.31214599658
326,49436.280119889096,-18766.390136032354,102555.10384691143
327,63729.53577703198,-14676.931187331651,107136.02161651463
328,-21156.462925692045,-50566.08174668174,85973.89650201285
329,64383.408948306664,-14279.017190433782,105726.84239840986
330,-22339.53239440685,-36139.69833205891,116080.87289432807
331,66550.59742181493,-16095.178081608121,106867.10089086488
332,-15099.066508022877,-27244.522818852573,122245.88543786702
333,67035.38281717361,-18316.07790730185,109169.54831382584
334,67137.47371736796,-21146.997278197938,109746.10321553171
335,1380.0005575171729,-69151.67066757778,122192.4398950326
336,65888.65334949218,-16637.2160853889,108954.62807340558
337,40698.125884441935,-42596.3344740392,137947.69733340322
338,13935.891309844557,-77478.96876390436,99833.04882158898
339,67639.9019458942,-20054.53029060361,109591.12806537
340,-22843.7331740613,-26133.389989230876,110153.95709819421
341,40848.450234897675,-65616.01473918495,136164.19089331024
342,49143.08903855138,-21123.21642003186,108189.77050162634
343,65977.05113513571,-20179.302245205636,110047.79433151762
344,65006.003869801316,-21108.44572417445,109962.1557040441
345,24563.031580722087,-58726.87884376176,92665.95685757358
346,28115.620863637134,-80749.7202701088,115658.18284863951
347,26118.973611594436,-34036.757534693366,94578.77730281974
348,7800.346850404517,-27565.791829998867,102313.57846571898
349,22577.3383844835,-79240.47466461091,101193.84739333352
350,36372.14696195524,-78969.6421146275,115468.50699713702
351,-16478.50317474422,-55292.16814842724,87238.70182647533
352,28693.386289804548,-81229.81519369503,110892.38686650198
353,-7954.5896127601545,-52849.86421960119,86581.71177954052
354,65212.304715121034,-20090.678936192046,110128.02309866977
355,32116.719835607506,-79858.39344756375,127473.56350492153
356,33970.55313968924,-48545.67435579477,138385.7601468267
357,-23246.767172790365,-19750.790734014965,121137.80292835995
358,-18505.44069889894,-21010.469357151906,120715.19447934255
359,14714.131286133907,-36048.96857596673,94619.93099390755
360,28426.201922112115,-61607.53832122596,139468.84016223892
361,-2072.721230692453,-41396.4528589718,127629.57238078039
362,11126.72213697531,-72140.08833460265,98436.12594063603
363,-9425.66654780546,-42233.69759959718,89444.66897211388
364,-7175.891584198844,-60841.12263376218,96828.4736844192
365,61679.91927005111,-18824.054362803512,109459.79991348609
366,-12639.532900031732,-45643.62962942979,82525.49389286344
367,51634.051421705604,-41623.4480374249,80839.44371981686
368,12817.810385482817,-28353.831735178494,101051.82996626585
369,40908.138893589035,-30250.29912064885,94042.79888411029
370,17670.869736637862,-29053.34992925492,127340.0098927915
371,63346.61135982236,-17793.90490622745,109481.96303261406
372,-1191.3063023159666,-43533.266909078455,93803.42049356723
373,41560.505419954265,-21864.869298280824,105845.82640060323
374,44389.60988699014,-51953.31138915158,139612.04881967956
375,-12911.46919457764,-25422.48585031375,119974.43175096746
376,14895.368275469184,-27277.35679923159,117129.84704912486
377,26948.089049280312,-40610.332543052056,136553.714268819
378,64971.072982590515,-14828.835490729401,107311.09962524082
379,42446.06408650285,-26465.774386760768,98403.19332666199
380,-11533.35371267231,-24787.993620270237,116840.53119914432
381,47303.666947482496,-35138.65796259917,131759.0957662725
382,66384.92189198414,-15913.250413772494,107436.80448756932
383,27051.834387165658,-80811.33888166882,128399.60535980396
384,-24205.657670617806,-20250.0176863914,115110.93291505592
385,49230.38396281038,-40984.73073275044,76799.10953609092
386,60231.829435744694,-52705.18824333608,122575.68250347619
387,45039.72829587558,-24268.008018950528,100434.5809793856
388,19495.32341274323,-39399.88581406409,136136.03246127476
389,66390.42792758966,-17985.768940578335,109771.87301534656
390,17871.836577490893,-28656.331237282182,124531.89603413102
391,66842.10362109402,-19338.15013574596,109915.3090467609
392,59920.39580116051,-37488.75062583708,118382.41857717172
393,64507.70506648314,-16900.651336492374,109424.03954218871
394,5378.462329038816,-60159.62725488928,92981.26753712582
395,33381.032619560756,-29093.047018607325,129592.16760877828
396,25915.40736030968,-45943.829138034765,138899.6201516873
397,59634.56363012198,-19876.284856776583,109581.4235263447
398,6241.182480420314,-26706.521473450117,106277.37517567558
399,64121.00860527654,-15852.688465177082,108973.99970820933
400,18444.520437066003,-75061.73210248309,130270.99229190372
401,-27317.742362869903,-30556.719283746967,111862.9741684029
402,17117.315998285114,-27940.92007837982,119411.41258446843
403,33748.04592100502,-80753.51776408064,121659.59644828193
404,-24195.904898760327,-20263.489161333066,118122.3715750128
405,4025.693989407788,-27060.096193732395,109602.2955653203
406,36190.95235580704,-57379.023043861576,140014.52273174966
407,-20146.099645221304,-45016.07940638748,86171.2755360725
408,65527.660902931246,-15022.180329258223,107363.36298100173
409,66044.27980811743,-18678.9104945186,110043.59677331013
410,61085.57865959004,-21210.86146010483,109948.1393690671
411,34093.74064032257,-54464.1271421905,139452.43484496482
412,-7766.733082832456,-32548.14757359199,99099.37413067136
413,27024.85445229234,-77983.78801501701,100110.99461419789
414,64822.64630480146,-18654.252617881,109946.36506966133
415,61168.020805015745,-43857.92783080077,116595.84251428045
416,13182.101266559917,-78466.72513235833,100540.49574302234
417,50017.868983405664,-19334.892364560757,106108.97359863695
418,64539.410870054424,-17715.05647862288,109786.23180622894
419,27041.66768976674,-28710.439821268807,119153.09554138381
420,59109.821521604186,-20684.515152993252,109923.67518805902
421,26308.155036180673,-59517.97173986621,92629.65391541873
422,30367.87112603123,-69624.50189234571,95306.73482751
423,1713.103391436432,-58858.36717296707,93425.53572157255
424,44435.979671217596,-75251.29137940498,111224.11619753926
425,-19568.041036069673,-42971.3684902444,77424.14299550506
426,33607.32767429226,-80378.8316643855,117700.4140773487
427,-782.1915043479705,-53440.15827181641,91463.02739075955
428,50112.203795432244,-23933.635785456467,113354.03494223312
429,-14729.953365170504,-53702.11163891061,79628.23497937527
430,-13107.952735282752,-50404.73716818565,79999.85720458455
431,47690.91930371879,-70084.72699263092,103069.79641241678
432,-17401.859595833095,-44854.43774870092,117601.62197210053
433,-20975.11289036977,-46584.9545300376,85287.8539853321
434,11191.902224878573,-77507.25517946451,107543.71338151787
435,49532.60667779497,-63054.57147696229,96548.92430588961
436,11087.63518767383,-57323.12682916861,134113.32347605523
437,-10612.809122030298,-48893.189963067925,122651.96670311576
438,55896.49641829177,-19271.093794727003,108292.11837310383
439,34456.09246943259,-51358.06550967488,138936.84037056216
440,-6976.878299366627,-40916.93176778164,92444.1871648402
441,62695.23147390091,-24927.695403855683,107910.26543172041
442,30308.564546217505,-34261.24925368596,134785.88649978643
443,24308.56785695392,-46822.93923541827,92504.41092136492
444,52052.9253446903,-22927.050361321213,112370.16589673496
445,-6420.852256712196,-50130.635683289096,124792.65912144436
446,21451.1171950678,-30740.577913299836,131329.12188306934
447,43849.0053128542,-70630.04415535617,122550.12328492512
448,4803.097694783264,-50133.40730638635,91817.92995445711
449,-15301.468656565623,-44726.70029266722,120557.24816598352
450,48501.9674699813,-40958.089057133,76680.48669827537
451,-15975.800443715618,-47968.46174409625,78036.71129690288
452,1681.145721070031,-66286.23935159693,123246.31437442562
453,60489.488872003305,-44955.4865703959,104617.58930181178
454,-16730.465343054384,-23054.903686930724,115690.88318431607
455,41482.79886670374,-63033.62908915077,138685.81555351787
456,9804.280428798806,-47530.51836607801,134600.89713907667
457,60933.405836239544,-44360.296726140674,106759.88386673239
458,14307.139565347275,-39117.592372926825,134351.1259498132
459,22518.699103336134,-81971.34293413354,113378.71838391024
460,62107.91670024896,-26175.109037578073,106391.07657348098
461,57136.10475371595,-20945.9126164598,109978.11846205327
462,49997.95692863747,-63619.58570446142,124569.05848249154
463,-17349.77613585014,-39810.25446835318,100927.60157981471
464,21539.378048477814,-26239.093855061,106415.36400972244
465,13000.892919594211,-70171.57803537026,130190.09814653739
466,34172.9168215134,-65404.60676209841,141099.5640119617
467,42362.212986506674,-32514.22684377134,89780.21976305735
468,-20242.078445730902,-42193.10285341524,77806.83447260527
469,29000.66356669315,-81455.74683989014,120623.15953212066
470,46287.45439265837,-74002.23014518718,110682.53503035766
471,43302.80554891299,-38677.37934468897,83012.46877448742
472,-1619.7405961493594,-42381.88849539473,93979.58567072025
473,27281.68682221211,-51750.52888398958,92381.60877143311
474,52249.347436487165,-23309.54002296643,101403.62062445642
475,10913.58337287901,-66304.08930987514,95409.64127124831
476,20504.658696032926,-36183.51962936966,134626.72449010878
477,42411.49537013498,-44897.20514016024,84909.57900227961
478,-18197.344124599265,-23905.53869302712,121963.35392451915
479,32093.526678620237,-71480.71071536516,95898.14329593861
480,-11116.309594910053,-45477.442781193306,123729.09575082462
481,54742.37573653057,-25647.012446495308,101991.93808746398
482,-21694.65731145824,-44382.94501560397,99145.91159611972
483,62185.3782667246,-46753.168045538514,120137.67825412202
484,-7837.879222261011,-55708.528862571104,88906.19207156445
485,33730.52450588598,-71091.19074259012,135885.3807259992
486,54617.747994118756,-32725.07042074681,121780.44067461266
487,22857.298133227563,-70500.09086253124,134788.58695636404
488,33857.53458677715,-63569.8668667449,141038.71045245058
489,-20722.28971248842,-53689.77053870316,89420.41822421439
490,36294.56554469076,-65367.172022586754,92740.6761364367
491,37803.60132840736,-72160.19783611475,129020.90832683492
492,38434.770233882344,-39186.9625364655,87866.53986320514
493,-24950.134677780734,-22799.39442270217,115353.23517458016
494,6995.797916906705,-29079.560059010233,100529.7763670637
495,-20664.545640200864,-32634.38914898066,105957.90617364638
496,-24549.90405903858,-30716.47556640073,117826.44354344257
497,22321.280926256488,-50534.4473946736,138763.7495954488
498,-4979.455783186618,-68327.21255835431,109403.32276196236
499,31494.88584848581,-67134.00942002701,140741.0864271134
500,56392.36749823569,-24396.190474843857,112278.56906764605
501,35046.3800833557,-79996.14129330982,118810.76609944428
502,34081.12721645322,-58484.64165052291,140044.97099753155
503,-21075.67435499269,-53186.083994427616,89056.31533199435
504,32293.375329912444,-79890.03631146226,106215.7910602007
505,6636.9898690316195,-75741.23984426526,116119.26282141633
506,54874.41761276706,-22781.430171464694,111649.35089829624
507,-22078.51066477217,-38109.02008918464,114843.14236309091
508,8590.894373189438,-29706.1106660307,99938.2823259395
509,-10950.403163808201,-60351.882731667894,101647.56065008361
510,56729.00667477284,-27861.319040391034,113373.47004200926
