Index,X,Y,Z,NormalX,NormalY,NormalZ,GroupID
    1987 ,-15.247,-42.305,82.786,0.32630,0.86763,-0.37516,0
    1988 ,-21.001,-42.168,77.695,-0.27154,0.75855,-0.59234,0
    1989 ,-12.398,-49.376,80.610,0.63552,0.24215,-0.73312,0
    1990 ,44.145,-61.277,137.950,0.57843,-0.51346,0.63386,0
    1991 ,-21.952,-49.437,77.294,-0.93644,0.02218,-0.35012,0
    1992 ,16.548,-27.196,116.367,0.09965,0.97594,0.19394,0
    1993 ,-13.407,-48.076,80.283,0.63465,0.30346,-0.71073,0
    1994 ,5.140,-74.495,120.510,-0.39379,-0.88271,0.25642,0
    1995 ,-13.426,-45.635,81.611,0.64408,0.38688,-0.65991,0
    1996 ,-17.810,-42.438,80.025,0.47540,0.77992,-0.40708,0
    1997 ,-21.572,-46.794,76.856,-0.64727,0.02120,-0.76196,0
    1998 ,-22.002,-53.005,78.182,-0.99935,-0.01646,0.03207,0
    1999 ,-21.328,-50.927,76.709,-0.41701,-0.02314,-0.90861,0
    2000 ,-21.999,-53.940,78.039,-0.98024,-0.17706,-0.08817,0
    2001 ,-14.713,-45.941,80.134,0.65626,0.37370,-0.65549,0
    2002 ,53.065,-38.460,128.135,0.65903,0.39914,0.63746,0
    2003 ,-17.627,-43.150,79.229,0.56276,0.60724,-0.56086,0
    2004 ,-18.656,-43.081,78.169,0.59778,0.60841,-0.52201,0
    2005 ,-19.399,-44.296,76.782,0.29888,0.23827,-0.92407,0
    2006 ,-20.502,-47.884,76.495,-0.14028,0.02974,-0.98966,0
    2007 ,-22.803,-30.883,119.578,-0.61401,-0.31316,0.72452,0
    2008 ,-21.771,-54.677,78.206,-0.86663,-0.49338,-0.07439,0
    2009 ,-17.807,-55.527,81.086,0.21173,-0.97733,0.00186,0
    2010 ,-18.204,-51.480,76.485,0.24814,-0.08135,-0.96530,0
    2011 ,-19.688,-55.688,80.970,-0.11585,-0.99188,0.05253,0
    2012 ,-18.995,-47.390,76.554,0.15483,0.07710,-0.98493,0
    2013 ,56.233,-44.535,98.511,0.74013,0.01020,-0.67239,0
    2014 ,-21.737,-53.750,77.130,-0.71258,-0.23691,-0.66038,0
    2015 ,-17.041,-55.260,79.644,0.40195,-0.88334,-0.24114,0
    2016 ,-16.555,-44.400,79.246,0.63306,0.46447,-0.61928,0
    2017 ,-13.183,-30.777,123.077,0.32319,0.21535,0.92150,0
    2018 ,-20.232,-48.673,76.455,-0.08503,0.00222,-0.99638,0
    2019 ,-18.913,-55.625,78.813,0.21175,-0.96485,-0.15568,0
    2020 ,-12.368,-24.821,114.556,0.25543,0.94017,-0.22548,0
    2021 ,-15.360,-50.288,78.028,0.55991,0.01140,-0.82848,0
    2022 ,-16.198,-46.069,78.528,0.66111,0.35849,-0.65911,0
    2023 ,59.094,-48.216,100.496,0.79679,0.01577,-0.60404,0
    2024 ,-20.661,-53.666,76.689,-0.21489,-0.13586,-0.96714,0
    2025 ,59.070,-41.093,103.195,0.80054,0.29756,-0.52019,0
    2026 ,-20.545,-55.741,77.642,-0.26350,-0.94414,-0.19788,0
    2027 ,-17.002,-49.033,77.134,0.48124,0.05770,-0.87469,0
    2028 ,-19.097,-52.566,76.524,0.07996,-0.12393,-0.98906,0
    2029 ,1.188,-56.912,92.399,-0.12639,-0.37662,-0.91770,0
    2030 ,-11.235,-36.819,96.286,-0.29378,0.73922,-0.60601,0
    2031 ,-21.422,-53.592,85.377,-0.98668,-0.15408,0.05220,0
    2032 ,-23.524,-35.802,105.487,-0.33458,0.32480,-0.88463,0
    2033 ,-24.619,-42.954,102.410,-0.69064,0.29166,-0.66178,0
    2034 ,-24.939,-42.505,104.715,-0.72139,-0.56593,0.39915,0
    2035 ,-15.586,-41.871,87.794,-0.48825,0.86613,0.10690,0
    2036 ,-22.452,-32.714,118.853,-0.57127,-0.46379,0.67716,0
    2037 ,-11.569,-40.427,91.009,0.08069,0.87028,-0.48591,0
    2038 ,-21.247,-51.860,86.632,-0.99542,0.06675,0.06844,0
    2039 ,-19.929,-40.669,101.850,-0.29871,0.55646,-0.77533,0
    2040 ,-21.234,-53.902,87.605,-0.88670,-0.44242,0.13429,0
    2041 ,-17.424,-55.315,87.919,-0.14980,-0.98869,0.00653,0
    2042 ,2.200,-56.159,92.001,-0.11186,-0.20247,-0.97288,0
    2043 ,-21.231,-43.207,108.705,-0.60069,-0.72923,0.32772,0
    2044 ,-20.700,-46.551,94.999,-0.96529,0.22995,-0.12387,0
    2045 ,8.414,-35.382,94.987,-0.07608,0.44822,-0.89068,0
    2046 ,-23.305,-42.625,106.752,-0.59227,-0.68268,0.42797,0
    2047 ,-23.693,-44.427,101.135,-0.84471,-0.43424,-0.31290,0
    2048 ,-16.892,-43.049,92.074,-0.71708,0.69687,0.01315,0
    2049 ,-22.971,-44.355,104.385,-0.55757,-0.70278,0.44183,0
    2050 ,-21.088,-52.377,89.285,-0.97658,0.03789,0.21180,0
    2051 ,-21.564,-44.402,105.870,-0.53742,-0.71258,0.45100,0
    2052 ,-20.990,-51.336,89.488,-0.98695,0.02512,0.15907,0
    2053 ,-22.207,-45.643,102.680,-0.63420,-0.75288,0.17596,0
    2054 ,-20.662,-49.979,91.376,-0.96202,-0.13898,0.23493,0
    2055 ,13.460,-50.365,90.875,0.05115,0.11409,-0.99215,0
    2056 ,-17.939,-43.883,95.181,-0.67935,0.71002,-0.18536,0
    2057 ,-17.732,-44.191,93.058,-0.72053,0.69338,-0.00754,0
    2058 ,-20.936,-50.536,89.731,-0.99093,0.00675,0.13419,0
    2059 ,-20.977,-46.209,104.058,-0.64099,-0.68765,0.34099,0
    2060 ,-22.251,-44.656,104.695,-0.53654,-0.64898,0.53940,0
    2061 ,-19.921,-53.441,91.422,-0.78067,-0.48220,0.39754,0
    2062 ,-21.228,-45.456,104.837,-0.58582,-0.60686,0.53715,0
    2063 ,-20.070,-50.681,92.790,-0.93899,-0.18996,0.28673,0
    2064 ,31.473,-79.232,102.798,0.19815,-0.89055,-0.40947,0
    2065 ,-14.157,-48.051,119.331,-0.67015,-0.62048,0.40731,0
    2066 ,21.239,-78.953,100.832,-0.00352,-0.66271,-0.74887,0
    2067 ,35.513,-77.197,100.638,0.20443,-0.81261,-0.54578,0
    2068 ,-7.270,-64.180,102.593,-0.51226,-0.77022,-0.37994,0
    2069 ,31.133,-75.645,98.252,0.07529,-0.55342,-0.82949,0
    2070 ,20.757,-28.260,118.557,0.14384,0.97126,0.18966,0
    2071 ,33.281,-80.127,112.886,0.34384,-0.93488,-0.08820,0
    2072 ,-18.355,-33.139,104.970,-0.34063,0.22173,-0.91368,0
    2073 ,34.857,-75.150,98.336,0.10743,-0.65443,-0.74845,0
    2074 ,36.681,-74.950,98.354,0.16314,-0.66164,-0.73185,0
    2075 ,15.315,-55.034,90.727,0.20680,-0.00682,-0.97836,0
    2076 ,14.961,-79.321,116.513,-0.46550,-0.83106,0.30440,0
    2077 ,20.556,-43.248,92.517,0.03159,0.12499,-0.99165,0
    2078 ,31.365,-73.284,96.712,0.05613,-0.52031,-0.85213,0
    2079 ,14.190,-54.629,90.508,0.18773,-0.00346,-0.98221,0
    2080 ,18.806,-68.047,134.529,-0.33664,-0.33394,0.88043,0
    2081 ,34.615,-71.386,95.831,0.04265,-0.47178,-0.88068,0
    2082 ,31.870,-69.971,95.162,-0.06592,-0.35279,-0.93338,0
    2083 ,20.091,-54.684,91.672,0.19193,-0.06596,-0.97919,0
    2084 ,16.111,-80.777,114.356,-0.45469,-0.85976,0.23252,0
    2085 ,21.278,-81.810,114.732,-0.03377,-0.97636,0.21349,0
    2086 ,57.720,-39.750,102.178,0.75463,0.34708,-0.55684,0
    2087 ,31.655,-49.584,92.487,-0.16425,0.01681,-0.98627,0
    2088 ,22.901,-82.688,109.204,0.07761,-0.99616,0.04043,0
    2089 ,33.486,-76.675,99.422,0.17336,-0.69501,-0.69779,0
    2090 ,-10.191,-35.728,97.120,-0.15141,0.68635,-0.71133,0
    2091 ,59.644,-46.989,101.576,0.88976,0.09737,-0.44591,0
    2092 ,-16.721,-38.555,120.903,-0.62739,-0.23497,0.74241,0
    2093 ,32.075,-77.037,99.403,0.18452,-0.67488,-0.71448,0
    2094 ,29.820,-80.563,105.709,0.24448,-0.94255,-0.22767,0
    2095 ,29.085,-75.428,98.001,-0.00431,-0.55045,-0.83486,0
    2096 ,25.148,-81.691,114.838,0.21931,-0.96691,0.13032,0
    2097 ,25.580,-81.877,112.544,0.20957,-0.97051,0.11914,0
    2098 ,28.973,-79.629,102.526,0.15917,-0.87937,-0.44874,0
    2099 ,20.104,-82.442,111.839,-0.01317,-0.98234,0.18663,0
    2100 ,2.786,-73.557,118.661,-0.52500,-0.84083,0.13184,0
    2101 ,27.573,-72.129,95.997,-0.00905,-0.59930,-0.80047,0
    2102 ,21.551,-82.199,112.754,0.03226,-0.98361,0.17740,0
    2103 ,31.013,-77.350,99.528,0.04164,-0.73292,-0.67904,0
    2104 ,20.399,-82.743,110.042,0.03434,-0.99042,0.13375,0
    2105 ,28.279,-80.771,105.078,0.20781,-0.93273,-0.29467,0
    2106 ,26.448,-80.728,103.926,0.16085,-0.90652,-0.39032,0
    2107 ,20.539,-82.847,108.433,0.00502,-0.99720,-0.07466,0
    2108 ,-4.680,-67.311,118.601,-0.64508,-0.42171,0.63721,0
    2109 ,23.268,-82.324,106.199,0.10951,-0.94941,-0.29433,0
    2110 ,20.208,-82.452,106.831,-0.14793,-0.94060,-0.30560,0
    2111 ,23.806,-78.987,100.836,0.02377,-0.69579,-0.71785,0
    2112 ,16.786,-77.431,99.762,0.02192,-0.50014,-0.86567,0
    2113 ,30.632,-60.089,92.263,-0.10548,-0.25786,-0.96041,0
    2114 ,4.579,-31.409,125.082,-0.25443,0.71853,0.64729,0
    2115 ,41.746,-47.195,86.308,-0.68992,-0.20693,-0.69367,0
    2116 ,42.328,-43.197,84.101,-0.73684,-0.27612,-0.61711,0
    2117 ,41.886,-39.072,83.960,-0.68355,0.19829,-0.70246,0
    2118 ,41.822,-41.098,84.009,-0.76187,-0.10423,-0.63929,0
    2119 ,43.800,-33.771,86.042,-0.25416,0.70343,-0.66377,0
    2120 ,43.692,-32.702,88.274,-0.12040,0.96744,-0.22263,0
    2121 ,40.657,-49.632,87.798,-0.60106,-0.12101,-0.78999,0
    2122 ,41.351,-43.977,85.563,-0.73620,-0.24927,-0.62919,0
    2123 ,41.743,-32.754,88.966,-0.19004,0.89920,-0.39412,0
    2124 ,40.343,-45.925,87.336,-0.68729,-0.16567,-0.70724,0
    2125 ,18.957,-49.141,91.405,0.10826,0.12833,-0.98581,0
    2126 ,39.215,-37.639,87.184,-0.68488,0.24377,-0.68666,0
    2127 ,47.672,-30.014,99.904,0.70740,0.24410,-0.66333,0
    2128 ,40.424,-34.878,87.429,-0.57653,0.46359,-0.67283,0
    2129 ,40.211,-33.276,89.122,-0.41600,0.71927,-0.55641,0
    2130 ,39.188,-35.963,87.990,-0.64152,0.34289,-0.68620,0
    2131 ,37.487,-34.376,90.341,-0.51750,0.47952,-0.70870,0
    2132 ,35.369,-34.269,91.872,-0.49189,0.47930,-0.72685,0
    2133 ,-6.719,-27.488,117.845,0.30314,0.70760,0.63829,0
    2134 ,-9.529,-50.393,122.159,-0.53311,-0.62013,0.57552,0
    2135 ,-12.731,-28.888,105.762,-0.07550,0.81918,-0.56855,0
    2136 ,42.478,-31.691,132.794,0.25927,0.62438,0.73684,0
    2137 ,4.007,-28.049,101.490,0.05026,0.83990,-0.54040,0
    2138 ,-20.012,-42.617,114.654,-0.80029,-0.55053,0.23758,0
    2139 ,-21.663,-22.779,113.516,0.14481,0.69653,-0.70277,0
    2140 ,-19.781,-19.913,119.192,0.45808,0.88455,-0.08790,0
    2141 ,-20.260,-22.348,122.047,0.13036,0.28597,0.94933,0
    2142 ,-21.024,-24.691,111.621,0.08224,0.73839,-0.66934,0
    2143 ,-23.138,-32.287,118.596,-0.58468,-0.45633,0.67076,0
    2144 ,-19.480,-20.166,120.767,0.45315,0.77418,0.44193,0
    2145 ,-19.819,-21.021,116.348,0.40318,0.77902,-0.48017,0
    2146 ,-19.351,-20.803,121.210,0.38384,0.45680,0.80250,0
    2147 ,-21.042,-23.003,113.407,0.14051,0.71179,-0.68819,0
    2148 ,-20.322,-23.281,113.271,0.16683,0.72522,-0.66799,0
    2149 ,11.650,-26.364,105.738,-0.05894,0.99042,-0.12485,0
    2150 ,-16.884,-27.728,107.579,-0.03920,0.82205,-0.56807,0
    2151 ,-19.329,-22.831,114.113,0.25405,0.76133,-0.59651,0
    2152 ,19.736,-26.153,105.879,0.06724,0.98562,-0.15504,0
    2153 ,12.688,-26.549,112.933,0.00116,0.99523,0.09757,0
    2154 ,-16.925,-41.004,120.061,-0.67790,-0.18350,0.71189,0
    2155 ,-19.074,-23.536,122.202,0.23654,0.35014,0.90634,0
    2156 ,-7.085,-26.062,110.704,0.00491,0.99578,-0.09161,0
    2157 ,-20.476,-34.115,119.649,-0.60947,-0.38790,0.69144,0
    2158 ,-19.765,-33.921,105.246,-0.20850,0.37480,-0.90336,0
    2159 ,11.184,-26.522,112.601,0.01397,0.99267,0.12007,0
    2160 ,14.943,-25.936,105.606,-0.15635,0.96669,-0.20266,0
    2161 ,-19.919,-26.876,109.007,-0.00558,0.78308,-0.62189,0
    2162 ,-5.071,-27.537,103.914,-0.29262,0.89320,-0.34142,0
    2163 ,-12.138,-26.145,120.145,0.48177,0.52394,0.70241,0
    2164 ,43.424,-59.728,139.162,0.28914,-0.31352,0.90449,0
    2165 ,-20.614,-30.088,121.672,-0.59491,-0.31864,0.73794,0
    2166 ,48.423,-58.832,135.588,0.64968,-0.64141,0.40804,0
    2167 ,24.027,-49.111,139.170,-0.16361,-0.01455,0.98642,0
    2168 ,-4.468,-27.423,103.741,-0.21789,0.91778,-0.33195,0
    2169 ,-3.137,-44.022,128.410,-0.51012,0.28930,0.80999,0
    2170 ,10.923,-47.518,135.107,-0.33807,0.12383,0.93294,0
    2171 ,28.975,-28.781,124.144,-0.10354,0.99117,0.08287,0
    2172 ,34.284,-30.494,132.910,0.03556,0.58910,0.80728,0
    2173 ,19.229,-48.636,138.292,-0.24665,0.09335,0.96460,0
    2174 ,13.542,-46.557,135.985,-0.38697,0.13604,0.91200,0
    2175 ,-19.161,-24.547,112.104,0.14731,0.76460,-0.62745,0
    2176 ,-13.393,-31.602,102.935,-0.38788,0.55463,-0.73616,0
    2177 ,-5.817,-26.926,106.187,-0.18722,0.93724,-0.29417,0
    2178 ,26.227,-54.551,138.601,0.07156,0.02464,0.99713,0
    2179 ,-19.180,-26.134,110.085,0.07999,0.79794,-0.59741,0
    2180 ,30.094,-29.535,131.099,-0.01542,0.93847,0.34501,0
    2181 ,-4.146,-32.155,98.260,-0.13086,0.38238,-0.91469,0
    2182 ,45.522,-58.471,138.948,0.39288,-0.40363,0.82627,0
    2183 ,-15.700,-32.492,103.814,-0.50172,0.22732,-0.83463,0
    2184 ,-17.105,-28.664,106.495,-0.16042,0.71206,-0.68354,0
    2185 ,45.248,-59.558,138.440,0.46113,-0.50420,0.73016,0
    2186 ,-7.653,-26.628,107.924,-0.16369,0.94203,-0.29289,0
    2187 ,-16.680,-33.155,104.361,-0.44110,0.14683,-0.88536,0
    2188 ,-17.116,-24.007,121.616,0.44066,0.41573,0.79560,0
    2189 ,-17.170,-21.454,120.203,0.64729,0.73037,0.21813,0
    2190 ,-15.587,-22.492,118.790,0.50604,0.85528,0.11142,0
    2191 ,-3.670,-30.729,98.747,-0.13862,0.45104,-0.88167,0
    2192 ,37.687,-31.824,133.515,0.05065,0.53759,0.84168,0
    2193 ,-17.157,-22.459,120.839,0.54158,0.41503,0.73105,0
    2194 ,-8.769,-30.088,101.882,-0.35405,0.73822,-0.57417,0
    2195 ,-9.666,-27.066,119.180,0.43323,0.59292,0.67879,0
    2196 ,-16.048,-34.137,122.893,-0.41736,-0.23185,0.87867,0
    2197 ,-15.374,-27.884,107.333,-0.01753,0.82715,-0.56171,0
    2198 ,-16.325,-26.908,122.750,0.35084,0.40804,0.84286,0
    2199 ,-16.013,-27.155,108.507,-0.00169,0.86089,-0.50878,0
    2200 ,-15.709,-24.657,121.231,0.42050,0.47650,0.77210,0
    2201 ,47.137,-45.253,139.033,0.31537,0.10967,0.94261,0
    2202 ,-13.354,-23.789,117.221,0.45037,0.89046,-0.06522,0
    2203 ,17.285,-31.036,130.639,-0.25636,0.69113,0.67573,0
    2204 ,-15.581,-30.705,123.780,0.09847,0.04698,0.99403,0
    2205 ,-11.189,-25.723,118.968,0.52724,0.67210,0.51990,0
    2206 ,-12.291,-37.231,123.882,-0.06114,0.09372,0.99372,0
    2207 ,10.244,-26.641,103.908,0.03156,0.94158,-0.33531,0
    2208 ,-14.509,-30.472,123.429,0.29595,0.20146,0.93371,0
    2209 ,-12.440,-24.839,119.376,0.52987,0.67355,0.51534,0
    2210 ,-10.890,-25.153,117.739,0.50117,0.77668,0.38157,0
    2211 ,-4.379,-27.772,102.789,-0.28213,0.88153,-0.37855,0
    2212 ,41.547,-41.338,138.135,-0.37359,0.19509,0.90685,0
    2213 ,-11.927,-25.139,113.682,0.25321,0.94350,-0.21375,0
    2214 ,-8.828,-26.359,109.465,-0.11925,0.95507,-0.27132,0
    2215 ,25.117,-40.873,137.005,0.09368,0.39361,0.91449,0
    2216 ,-13.111,-27.058,121.262,0.41168,0.46413,0.78428,0
    2217 ,1.169,-28.646,100.117,0.01157,0.76597,-0.64278,0
    2218 ,18.727,-32.191,132.106,-0.21182,0.61693,0.75797,0
    2219 ,-11.743,-26.710,120.282,0.48314,0.52123,0.70348,0
    2220 ,21.761,-57.715,138.669,-0.20902,-0.12230,0.97023,0
    2221 ,47.196,-62.066,132.054,0.64333,-0.66382,0.38140,0
    2222 ,-11.464,-60.060,107.712,-0.86680,-0.47847,0.14048,0
    2223 ,19.123,-26.706,113.134,0.07893,0.97021,0.22905,0
    2224 ,-15.048,-41.678,121.620,-0.63698,-0.15257,0.75563,0
    2225 ,31.221,-28.655,124.590,-0.07654,0.98706,0.14090,0
    2226 ,37.094,-26.427,114.549,0.12229,0.93692,0.32745,0
    2227 ,-3.743,-67.332,119.449,-0.60527,-0.30820,0.73393,0
    2228 ,37.000,-61.966,140.406,0.22414,-0.03525,0.97392,0
    2229 ,41.172,-61.840,139.232,0.24505,-0.17150,0.95422,0
    2230 ,33.470,-60.872,140.556,-0.06157,0.21089,0.97557,0
    2231 ,42.801,-61.871,138.691,0.48630,-0.38731,0.78326,0
    2232 ,-11.974,-48.340,121.996,-0.63271,-0.53998,0.55506,0
    2233 ,28.521,-26.658,112.579,-0.12859,0.96599,0.22433,0
    2234 ,39.664,-52.057,139.408,-0.05172,0.15476,0.98660,0
    2235 ,45.705,-61.114,136.205,0.63776,-0.63720,0.43270,0
    2236 ,49.664,-35.796,129.627,0.61139,0.58609,0.53170,0
    2237 ,1.430,-34.092,125.070,-0.44189,0.40028,0.80282,0
    2238 ,40.179,-61.031,139.626,0.27845,-0.16444,0.94627,0
    2239 ,46.306,-61.326,134.879,0.64519,-0.65959,0.38557,0
    2240 ,-0.703,-52.886,129.210,-0.54703,-0.51342,0.66118,0
    2241 ,16.531,-26.337,111.772,-0.05225,0.98774,0.14711,0
    2242 ,17.230,-50.857,91.043,0.08337,0.07648,-0.99358,0
    2243 ,-5.072,-27.137,116.513,0.26595,0.85568,0.44395,0
    2244 ,39.208,-32.341,133.754,0.06034,0.53966,0.83972,0
    2245 ,-18.563,-45.338,107.950,-0.47916,-0.79353,0.37513,0
    2246 ,-0.801,-56.541,126.231,-0.63072,-0.42681,0.64809,0
    2247 ,48.519,-55.345,139.141,0.38840,-0.22100,0.89459,0
    2248 ,-5.057,-52.633,124.105,-0.66078,-0.53623,0.52519,0
    2249 ,48.056,-59.626,134.824,0.65141,-0.65429,0.38415,0
    2250 ,-9.559,-51.166,121.244,-0.57102,-0.63818,0.51640,0
    2251 ,17.302,-26.891,114.632,0.08152,0.97188,0.22091,0
    2252 ,-2.573,-50.978,128.534,-0.67951,-0.30841,0.66570,0
    2253 ,36.359,-33.878,134.792,-0.04793,0.39541,0.91725,0
    2254 ,39.194,-55.360,139.925,0.00108,0.08793,0.99613,0
    2255 ,51.874,-50.504,135.856,0.77617,0.03699,0.62944,0
    2256 ,-8.664,-54.369,118.519,-0.76090,-0.47797,0.43884,0
    2257 ,41.723,-51.098,139.357,-0.06264,0.10889,0.99208,0
    2258 ,-12.033,-38.404,123.966,-0.16013,0.01359,0.98700,0
    2259 ,16.028,-55.213,136.844,-0.41586,-0.17636,0.89216,0
    2260 ,38.090,-41.498,136.618,-0.13748,0.21205,0.96754,0
    2261 ,-1.197,-55.452,91.820,0.15842,-0.38435,-0.90949,0
    2262 ,36.464,-54.041,139.648,-0.03080,0.17641,0.98383,0
    2263 ,9.650,-64.201,94.039,-0.07532,-0.52938,-0.84503,0
    2264 ,46.593,-38.182,136.777,0.55856,0.41466,0.71837,0
    2265 ,43.614,-58.093,139.684,0.14968,-0.23598,0.96016,0
    2266 ,35.559,-55.463,139.900,-0.07177,0.13385,0.98840,0
    2267 ,42.592,-52.390,139.583,-0.08431,0.18767,0.97861,0
    2268 ,36.581,-51.030,139.026,-0.04971,0.19456,0.97963,0
    2269 ,6.727,-71.695,98.974,-0.49467,-0.55933,-0.66517,0
    2270 ,33.274,-29.722,132.347,-0.03832,0.70841,0.70476,0
    2271 ,-19.896,-48.899,95.135,-0.94004,-0.29272,0.17506,0
    2272 ,35.451,-42.293,136.807,0.00296,0.27072,0.96265,0
    2273 ,-6.348,-57.100,91.450,0.23893,-0.75384,-0.61208,0
    2274 ,35.319,-33.858,134.680,-0.05047,0.39110,0.91896,0
    2275 ,-7.997,-29.944,120.827,0.23310,0.53409,0.81266,0
    2276 ,19.540,-80.224,102.140,-0.13077,-0.80703,-0.57585,0
    2277 ,35.489,-38.911,136.102,-0.13270,0.11261,0.98474,0
    2278 ,54.938,-39.050,98.400,0.39738,0.90800,-0.13273,0
    2279 ,-10.947,-31.081,122.290,0.31984,0.25469,0.91260,0
    2280 ,7.147,-59.151,91.823,-0.24851,-0.33117,-0.91026,0
    2281 ,-14.007,-33.215,123.487,0.05489,0.03698,0.99781,0
    2282 ,-19.975,-47.988,97.984,-0.84507,-0.53196,0.05363,0
    2283 ,-11.566,-47.453,122.996,-0.59174,-0.37318,0.71455,0
    2284 ,7.871,-39.743,94.786,-0.18891,0.01001,-0.98194,0
    2285 ,7.546,-62.480,129.456,-0.57085,-0.36838,0.73378,0
    2286 ,-7.787,-45.172,88.186,0.67026,0.42034,-0.61161,0
    2287 ,-2.509,-49.059,129.214,-0.61667,-0.14098,0.77450,0
    2288 ,31.182,-50.468,138.950,0.03442,0.07910,0.99627,0
    2289 ,26.910,-29.083,128.002,-0.04566,0.99692,0.06370,0
    2290 ,-8.902,-64.963,111.841,-0.89745,-0.42912,0.10221,0
    2291 ,-17.490,-53.342,97.015,-0.79832,-0.55763,0.22746,0
    2292 ,13.165,-44.867,135.515,-0.38869,0.18371,0.90287,0
    2293 ,8.145,-40.233,132.122,-0.35287,0.28105,0.89246,0
    2294 ,-10.378,-53.370,83.989,0.63409,-0.52985,-0.56319,0
    2295 ,34.791,-46.645,138.088,-0.00425,0.21276,0.97710,0
    2296 ,-14.734,-38.003,98.952,-0.68862,0.55123,-0.47111,0
    2297 ,-18.193,-37.676,119.944,-0.64110,-0.28236,0.71362,0
    2298 ,-8.149,-26.820,117.897,0.37327,0.72134,0.58338,0
    2299 ,17.498,-28.262,121.880,0.10345,0.98646,0.12725,0
    2300 ,23.201,-74.329,97.554,-0.07301,-0.48887,-0.86930,0
    2301 ,16.098,-30.422,129.353,-0.29453,0.77539,0.55859,0
    2302 ,-8.626,-53.418,85.959,0.67128,-0.41178,-0.61629,0
    2303 ,29.106,-74.579,133.100,0.10404,-0.69361,0.71279,0
    2304 ,-19.970,-45.699,105.862,-0.60399,-0.57245,0.55452,0
    2305 ,1.702,-55.968,92.029,-0.11764,-0.21487,-0.96953,0
    2306 ,29.409,-29.050,127.821,-0.00210,0.99455,0.10426,0
    2307 ,1.615,-34.104,96.997,-0.16318,0.41624,-0.89449,0
    2308 ,-13.687,-39.990,122.997,-0.53371,-0.14892,0.83245,0
    2309 ,-19.405,-48.652,98.790,-0.91352,-0.40409,0.04677,0
    2310 ,23.768,-76.331,131.479,-0.15671,-0.61739,0.77089,0
    2311 ,8.857,-29.826,123.905,-0.17655,0.89846,0.40200,0
    2312 ,9.667,-69.350,128.018,-0.59094,-0.27357,0.75891,0
    2313 ,13.041,-76.695,121.159,-0.36354,-0.89055,0.27344,0
    2314 ,21.441,-32.845,133.133,-0.12790,0.53812,0.83311,0
    2315 ,30.727,-31.660,133.629,-0.07453,0.51767,0.85233,0
    2316 ,-3.590,-49.472,128.149,-0.66842,-0.25965,0.69699,0
    2317 ,31.897,-33.382,134.479,-0.01521,0.33624,0.94165,0
    2318 ,30.867,-42.249,136.910,0.04912,0.32002,0.94614,0
    2319 ,59.910,-51.196,102.252,0.88207,-0.05135,-0.46832,0
    2320 ,23.852,-46.854,139.054,-0.09811,0.13915,0.98540,0
    2321 ,-5.909,-26.269,114.609,0.17147,0.97900,0.11027,0
    2322 ,-10.593,-33.662,122.622,0.32392,0.18733,0.92735,0
    2323 ,33.366,-35.853,135.172,-0.07895,0.21455,0.97352,0
    2324 ,60.461,-41.878,117.468,0.90073,0.18601,-0.39253,0
    2325 ,-10.174,-29.552,121.400,0.30637,0.48192,0.82091,0
    2326 ,-17.932,-51.221,100.435,-0.85828,-0.48663,0.16292,0
    2327 ,28.102,-49.497,139.270,0.07127,-0.07181,0.99487,0
    2328 ,60.154,-41.680,116.629,0.98579,0.04989,-0.16040,0
    2329 ,28.152,-29.268,130.504,0.04026,0.97417,0.22221,0
    2330 ,-8.637,-27.969,119.305,0.40238,0.62340,0.67042,0
    2331 ,18.363,-78.050,100.084,-0.14724,-0.56349,-0.81289,0
    2332 ,23.954,-64.284,138.314,-0.45037,-0.33202,0.82881,0
    2333 ,29.354,-44.816,137.930,0.14892,0.34901,0.92521,0
    2334 ,29.115,-30.164,132.405,0.04592,0.75086,0.65886,0
    2335 ,-4.825,-57.234,92.163,0.23611,-0.67489,-0.69913,0
    2336 ,-5.124,-26.464,114.797,0.21375,0.95551,0.20326,0
    2337 ,-12.346,-34.132,123.291,0.26527,0.24915,0.93143,0
    2338 ,-8.956,-32.186,121.913,0.25700,0.10334,0.96087,0
    2339 ,6.026,-67.470,125.949,-0.55156,-0.25461,0.79433,0
    2340 ,31.409,-32.384,134.078,-0.13966,0.36123,0.92196,0
    2341 ,28.699,-47.773,139.127,0.16160,0.13838,0.97711,0
    2342 ,25.992,-50.270,139.201,-0.00713,-0.12762,0.99180,0
    2343 ,25.926,-29.467,130.888,-0.11111,0.92730,0.35745,0
    2344 ,27.124,-29.345,131.000,-0.08592,0.94199,0.32445,0
    2345 ,31.705,-39.068,135.771,-0.03542,0.30999,0.95008,0
    2346 ,12.077,-74.598,99.259,-0.00240,-0.27064,-0.96268,0
    2347 ,21.379,-29.214,128.984,0.01981,0.95420,0.29851,0
    2348 ,0.295,-29.105,118.547,-0.00364,0.93282,0.36033,0
    2349 ,10.568,-46.102,92.006,-0.14195,0.29580,-0.94464,0
    2350 ,32.498,-37.426,135.352,-0.08234,0.22089,0.97182,0
    2351 ,28.707,-31.426,133.420,-0.04881,0.56856,0.82119,0
    2352 ,31.236,-35.246,135.003,0.03967,0.14956,0.98796,0
    2353 ,6.426,-30.721,98.761,-0.00765,0.66927,-0.74298,0
    2354 ,27.450,-44.634,138.234,0.14597,0.36839,0.91814,0
