Index,X,Y,Z,NormalX,NormalY,NormalZ,GroupID
     791 ,23.602,-81.122,125.844,-0.34624,-0.93177,0.10924,0
     792 ,-23.333,-19.029,117.231,-0.10648,0.98648,-0.12458,0
     793 ,-20.647,-27.150,122.727,-0.56980,-0.13385,0.81081,0
     794 ,44.496,-31.991,91.123,0.16148,0.94929,-0.26977,0
     795 ,-17.644,-44.131,118.498,-0.87619,-0.28682,0.38734,0
     796 ,-18.888,-27.351,123.608,-0.06295,0.16068,0.98500,0
     797 ,39.689,-71.523,96.059,0.09206,-0.58881,-0.80301,0
     798 ,29.722,-30.493,132.687,0.00780,0.72529,0.68840,0
     799 ,-5.554,-26.186,112.991,0.13046,0.99002,0.05330,0
     800 ,-24.054,-23.558,112.374,0.05441,0.66551,-0.74441,0
     801 ,-11.870,-58.695,108.648,-0.86097,-0.39239,0.32366,0
     802 ,-21.965,-51.803,77.179,-0.91879,-0.00179,-0.39475,0
     803 ,49.595,-68.256,102.554,0.67535,-0.70298,-0.22299,0
     804 ,-15.711,-24.436,113.413,0.19959,0.87304,-0.44493,0
     805 ,-12.253,-39.459,123.848,-0.34403,-0.07762,0.93574,0
     806 ,34.857,-25.607,102.663,-0.35332,0.83982,-0.41215,0
     807 ,41.386,-57.967,139.909,0.14192,-0.11878,0.98273,0
     808 ,-27.365,-31.056,109.247,-0.94270,-0.10006,-0.31829,0
     809 ,34.673,-79.230,106.797,0.36530,-0.92842,-0.06776,0
     810 ,-9.396,-39.257,93.242,0.12856,0.76603,-0.62982,0
     811 ,-26.850,-28.614,113.125,-0.93950,0.13507,0.31481,0
     812 ,41.143,-64.486,137.914,0.52596,-0.64730,0.55170,0
     813 ,47.829,-69.804,115.547,0.85008,-0.46864,0.24028,0
     814 ,25.552,-59.451,92.536,-0.00766,-0.02729,-0.99960,0
     815 ,-20.911,-55.423,79.141,-0.51777,-0.85239,0.07314,0
     816 ,-19.012,-53.305,93.402,-0.78821,-0.49816,0.36135,0
     817 ,27.078,-79.249,101.445,0.11206,-0.79904,-0.59074,0
     818 ,-24.580,-41.056,107.087,-0.77088,-0.50092,0.39349,0
     819 ,24.216,-44.188,138.487,0.00830,0.30034,0.95379,0
     820 ,19.606,-82.866,109.258,-0.12772,-0.99148,0.02551,0
     821 ,11.488,-76.458,99.802,-0.32346,-0.44980,-0.83250,0
     822 ,-20.692,-55.232,81.959,-0.53929,-0.83371,0.11873,0
     823 ,-18.222,-54.651,77.454,0.56274,-0.57141,-0.59733,0
     824 ,37.051,-69.632,94.719,-0.01866,-0.53662,-0.84362,0
     825 ,-16.441,-54.337,78.711,0.48425,-0.65281,-0.58253,0
     826 ,50.039,-37.750,85.005,0.78021,0.49636,-0.38065,0
     827 ,44.126,-36.378,83.810,-0.38299,0.52605,-0.75934,0
     828 ,-19.450,-52.246,93.432,-0.87717,-0.32298,0.35532,0
     829 ,45.974,-40.095,79.715,-0.64341,0.53570,-0.54685,0
     830 ,-18.422,-44.258,77.392,0.58485,0.39779,-0.70691,0
     831 ,-21.267,-48.803,85.446,-0.99246,0.04750,0.11300,0
     832 ,-18.852,-42.320,79.106,0.45175,0.78598,-0.42208,0
     833 ,-15.762,-44.608,79.889,0.63407,0.44620,-0.63156,0
     834 ,25.636,-36.330,93.681,0.02156,0.25445,-0.96684,0
     835 ,40.165,-76.843,103.458,0.38077,-0.91268,-0.14845,0
     836 ,-21.193,-52.154,88.146,-0.99279,0.09009,0.07906,0
     837 ,46.089,-36.285,83.325,-0.01905,0.67646,-0.73624,0
     838 ,-14.349,-52.788,79.268,0.74662,-0.35066,-0.56533,0
     839 ,49.481,-35.227,95.691,0.79658,0.60014,0.07282,0
     840 ,60.163,-40.742,111.351,0.97753,0.20690,0.04045,0
     841 ,61.988,-44.089,119.679,0.97077,0.23530,-0.04727,0
     842 ,6.469,-75.823,115.001,-0.43600,-0.89980,-0.01623,0
     843 ,23.603,-38.604,93.301,-0.05508,0.14215,-0.98831,0
     844 ,-20.134,-45.939,88.965,-0.83371,0.53948,0.11784,0
     845 ,-1.618,-31.445,98.458,-0.02838,0.33236,-0.94273,0
     846 ,-10.319,-60.471,99.507,-0.61659,-0.73196,-0.28992,0
     847 ,40.159,-55.298,89.419,-0.15015,-0.27450,-0.94979,0
     848 ,32.013,-71.374,136.444,0.07647,-0.75978,0.64567,0
     849 ,-14.629,-44.588,81.079,0.62979,0.45336,-0.63073,0
     850 ,26.082,-37.741,93.425,0.01112,0.17047,-0.98530,0
     851 ,28.153,-81.132,113.249,0.19781,-0.97186,0.12786,0
     852 ,-14.413,-41.908,84.516,0.17757,0.95284,-0.24612,0
     853 ,30.281,-80.462,116.473,0.04323,-0.99539,-0.08562,0
     854 ,-13.721,-44.236,82.159,0.60013,0.44120,-0.66722,0
     855 ,52.764,-39.747,97.878,0.36195,0.92765,0.09194,0
     856 ,10.706,-46.369,134.833,-0.35098,0.17639,0.91962,0
     857 ,11.021,-36.440,94.469,-0.04109,0.39139,-0.91931,0
     858 ,17.411,-81.451,114.122,-0.33982,-0.91094,0.23390,0
     859 ,-9.822,-52.794,84.142,0.69547,-0.41760,-0.58475,0
     860 ,40.054,-73.406,97.653,0.20831,-0.68248,-0.70059,0
     861 ,-12.151,-41.930,86.583,0.36754,0.87382,-0.31836,0
     862 ,43.384,-46.166,139.195,-0.08780,0.06595,0.99395,0
     863 ,8.419,-73.312,125.327,-0.45540,-0.56666,0.68667,0
     864 ,-11.599,-45.851,83.332,0.67769,0.37507,-0.63250,0
     865 ,22.629,-77.939,100.020,-0.02294,-0.59779,-0.80133,0
     866 ,42.220,-61.606,139.048,0.27371,-0.24985,0.92879,0
     867 ,41.939,-71.927,122.672,0.53550,-0.73258,0.42019,0
     868 ,17.846,-73.467,131.524,-0.48417,-0.55596,0.67564,0
     869 ,-18.734,-23.868,113.035,0.18586,0.75486,-0.62900,0
     870 ,33.269,-67.563,140.715,0.21080,-0.62558,0.75114,0
     871 ,25.457,-45.053,138.710,0.05229,0.32458,0.94441,0
     872 ,20.923,-62.914,137.196,-0.40808,-0.27481,0.87061,0
     873 ,8.060,-26.504,106.556,-0.07354,0.99726,0.00851,0
     874 ,-17.078,-28.738,123.834,0.24314,0.18457,0.95227,0
     875 ,61.439,-43.800,122.335,0.87035,0.25818,0.41933,0
     876 ,10.735,-56.964,90.276,-0.14046,-0.20254,-0.96915,0
     877 ,52.106,-60.156,127.067,0.70179,-0.59134,0.39726,0
     878 ,42.154,-62.171,92.018,0.31922,-0.36062,-0.87638,0
     879 ,49.899,-34.752,99.240,0.75797,0.48301,-0.43840,0
     880 ,41.296,-33.044,134.077,0.05783,0.58879,0.80622,0
     881 ,52.338,-25.157,101.587,0.05719,-0.26977,-0.96122,0
     882 ,21.027,-27.031,113.742,0.07532,0.95884,0.27377,0
     883 ,45.075,-29.574,121.038,0.35372,0.93277,0.06948,0
     884 ,-14.670,-24.218,120.361,0.46282,0.54924,0.69580,0
     885 ,24.405,-29.549,97.889,0.09432,0.79806,-0.59515,0
     886 ,42.949,-70.584,123.818,0.52517,-0.73156,0.43476,0
     887 ,-14.431,-26.002,121.333,0.41251,0.46358,0.78417,0
     888 ,35.472,-77.663,125.406,0.76583,-0.57567,0.28656,0
     889 ,35.387,-52.406,90.783,-0.40884,0.20992,-0.88814,0
     890 ,-14.621,-28.369,122.702,0.36978,0.38848,0.84401,0
     891 ,32.487,-79.369,103.601,0.23227,-0.91493,-0.33008,0
     892 ,40.179,-70.153,95.149,0.22487,-0.53529,-0.81419,0
     893 ,-7.311,-53.806,121.006,-0.64286,-0.46197,0.61100,0
     894 ,51.173,-32.904,124.668,0.55253,0.64830,0.52386,0
     895 ,50.047,-68.772,106.817,0.77753,-0.62848,-0.02159,0
     896 ,-15.461,-37.289,122.366,-0.57953,-0.22419,0.78350,0
     897 ,21.563,-82.735,107.612,0.03921,-0.98705,-0.15555,0
     898 ,-11.480,-29.664,121.958,0.33844,0.41897,0.84257,0
     899 ,-9.299,-31.218,100.943,-0.41120,0.64368,-0.64544,0
     900 ,-8.164,-52.416,121.291,-0.60273,-0.56190,0.56655,0
     901 ,38.229,-67.609,136.549,0.56441,-0.71074,0.41987,0
     902 ,-4.838,-34.641,97.200,-0.10879,0.49504,-0.86203,0
     903 ,21.187,-55.726,138.910,-0.12191,-0.15819,0.97985,0
     904 ,-17.299,-44.692,118.733,-0.79397,-0.36754,0.48428,0
     905 ,39.249,-64.827,92.014,-0.03729,-0.22896,-0.97272,0
     906 ,51.398,-20.611,101.793,-0.03436,0.32348,-0.94561,0
     907 ,-15.742,-47.150,117.890,-0.73724,-0.61918,0.27037,0
     908 ,35.378,-73.377,131.134,0.55994,-0.61988,0.54974,0
     909 ,8.678,-76.725,114.209,-0.40388,-0.91478,-0.00679,0
     910 ,50.467,-36.696,97.854,0.78351,0.58437,-0.21122,0
     911 ,16.597,-26.456,112.635,-0.02787,0.98778,0.15333,0
     912 ,-12.900,-31.785,123.117,0.29063,0.10709,0.95082,0
     913 ,18.803,-29.822,129.735,-0.15691,0.77218,0.61573,0
     914 ,2.372,-30.526,122.731,-0.30517,0.87377,0.37868,0
     915 ,60.792,-42.168,106.994,0.96412,0.26098,-0.04859,0
     916 ,-5.006,-68.470,114.696,-0.52383,-0.85178,0.00861,0
     917 ,-10.891,-51.171,119.526,-0.65540,-0.64392,0.39473,0
     918 ,-10.734,-54.772,85.359,0.38042,-0.79472,-0.47298,0
     919 ,59.216,-37.028,112.505,0.96627,0.25598,-0.02817,0
     920 ,-16.132,-26.004,110.505,0.05758,0.86275,-0.50234,0
     921 ,31.816,-58.590,139.715,-0.19057,0.19343,0.96243,0
     922 ,-3.133,-39.086,94.439,0.14136,0.43354,-0.88998,0
     923 ,36.491,-27.551,120.027,0.03565,0.99662,0.07403,0
     924 ,-5.002,-48.135,127.311,-0.60126,-0.23821,0.76272,0
     925 ,30.032,-80.863,107.715,0.28467,-0.95184,-0.11388,0
     926 ,23.002,-49.689,138.931,-0.23408,0.06193,0.97024,0
     927 ,12.215,-50.403,135.862,-0.38138,0.04697,0.92322,0
     928 ,15.146,-66.184,94.634,-0.12320,-0.48788,-0.86417,0
     929 ,11.743,-41.068,133.985,-0.45543,0.28453,0.84358,0
     930 ,7.614,-50.482,91.203,-0.11279,0.11320,-0.98715,0
     931 ,15.982,-78.222,120.881,-0.43845,-0.84990,0.29230,0
     932 ,42.304,-63.629,137.815,0.56954,-0.61164,0.54910,0
     933 ,55.645,-58.489,123.599,0.68552,-0.65215,0.32367,0
     934 ,2.095,-34.779,125.767,-0.49576,0.40782,0.76675,0
     935 ,51.568,-55.649,134.875,0.76193,-0.49058,0.42284,0
     936 ,5.125,-55.490,131.753,-0.48352,-0.45959,0.74498,0
     937 ,11.763,-26.670,114.068,-0.02140,0.99064,0.13484,0
     938 ,-12.312,-58.111,97.341,-0.60360,-0.78131,-0.15880,0
     939 ,36.522,-74.411,128.227,0.70061,-0.56631,0.43409,0
     940 ,45.499,-22.316,108.450,-0.33803,0.72582,0.59910,0
     941 ,30.726,-80.735,113.272,0.15972,-0.98594,0.04910,0
     942 ,1.160,-72.202,113.728,-0.56558,-0.82000,-0.08780,0
     943 ,44.871,-64.985,94.250,0.44396,-0.33567,-0.83080,0
     944 ,6.699,-42.470,94.292,-0.00755,0.35472,-0.93494,0
     945 ,-16.399,-52.976,103.307,-0.85782,-0.47667,0.19217,0
     946 ,27.762,-81.728,121.526,-0.03640,-0.98364,-0.17641,0
     947 ,-1.433,-28.309,100.744,-0.04646,0.77020,-0.63611,0
     948 ,9.212,-75.884,101.666,-0.72850,-0.66248,-0.17439,0
     949 ,19.103,-28.647,124.707,0.08210,0.99537,0.05001,0
     950 ,47.789,-58.905,136.412,0.63403,-0.62569,0.45444,0
     951 ,5.218,-71.011,100.209,-0.67241,-0.68265,-0.28609,0
     952 ,7.112,-28.415,119.114,-0.18612,0.93819,0.29181,0
     953 ,34.203,-30.715,95.076,-0.11891,0.71601,-0.68789,0
     954 ,8.377,-73.995,99.837,-0.56180,-0.61745,-0.55058,0
     955 ,38.063,-64.341,92.014,-0.13325,-0.21084,-0.96840,0
     956 ,49.621,-40.050,79.001,0.40314,0.82950,-0.38654,0
     957 ,40.195,-76.973,104.833,0.44019,-0.89773,0.01776,0
     958 ,40.017,-76.867,116.895,0.56060,-0.78494,0.26381,0
     959 ,40.801,-72.343,96.929,0.25822,-0.61336,-0.74640,0
     960 ,-2.189,-35.321,123.878,-0.38204,0.41066,0.82789,0
     961 ,-1.647,-45.154,129.669,-0.48528,0.17553,0.85656,0
     962 ,38.301,-78.055,116.770,0.54411,-0.83249,0.10443,0
     963 ,-13.584,-57.348,104.049,-0.84739,-0.53053,0.02164,0
     964 ,37.812,-34.433,135.028,-0.03345,0.45205,0.89136,0
     965 ,56.230,-55.642,99.196,0.65980,-0.26292,-0.70395,0
     966 ,2.905,-54.823,130.531,-0.55524,-0.47256,0.68440,0
     967 ,7.356,-31.074,125.662,-0.23551,0.81162,0.53462,0
     968 ,29.275,-82.377,125.401,0.11671,-0.99224,0.04284,0
     969 ,24.267,-47.437,92.365,0.12696,0.07378,-0.98916,0
     970 ,36.773,-67.563,138.401,0.53659,-0.62966,0.56179,0
     971 ,2.512,-28.380,117.159,-0.05296,0.92816,0.36838,0
     972 ,31.410,-29.592,97.213,-0.15010,0.79715,-0.58483,0
     973 ,39.477,-27.759,117.704,0.20046,0.95878,0.20141,0
     974 ,39.268,-41.812,136.969,-0.33146,0.28094,0.90067,0
     975 ,52.727,-21.270,109.908,-0.13414,0.80480,0.57820,0
     976 ,42.737,-67.901,128.648,0.59434,-0.69957,0.39669,0
     977 ,22.345,-38.675,136.069,0.00725,0.45127,0.89236,0
     978 ,53.951,-49.578,94.892,0.87786,0.07223,-0.47345,0
     979 ,2.005,-42.888,130.714,-0.40062,0.35439,0.84494,0
     980 ,21.500,-45.076,92.310,0.03768,0.11048,-0.99316,0
     981 ,23.553,-66.818,94.155,0.00441,-0.34308,-0.93929,0
     982 ,49.763,-68.711,109.355,0.84591,-0.51637,0.13345,0
     983 ,-2.658,-26.566,104.351,-0.25589,0.91983,-0.29737,0
     984 ,11.768,-61.994,92.472,-0.08097,-0.49407,-0.86564,0
     985 ,43.142,-63.436,136.872,0.66356,-0.62466,0.41170,0
     986 ,39.727,-70.104,94.997,0.03273,-0.55672,-0.83006,0
     987 ,-2.934,-31.434,98.451,-0.02699,0.35410,-0.93482,0
     988 ,60.870,-43.342,106.147,0.96500,0.12406,-0.23104,0
     989 ,16.044,-80.398,103.333,-0.27210,-0.93681,-0.21990,0
     990 ,43.232,-40.240,82.325,-0.72151,0.12780,-0.68051,0
     991 ,-8.778,-61.912,100.013,-0.52905,-0.76500,-0.36726,0
     992 ,60.279,-42.156,114.277,0.97934,0.20062,0.02528,0
     993 ,55.155,-24.188,100.931,-0.17695,-0.30774,-0.93487,0
     994 ,50.531,-47.465,79.690,-0.22428,-0.96401,-0.14279,0
     995 ,34.177,-27.440,119.861,-0.02659,0.98610,0.16403,0
     996 ,52.721,-47.675,78.150,0.17737,-0.98414,0.00052,0
     997 ,12.024,-49.896,90.871,-0.00881,0.14569,-0.98929,0
     998 ,58.580,-35.081,121.756,0.67758,0.52059,0.51948,0
     999 ,45.048,-39.706,80.943,-0.52397,0.49109,-0.69591,0
    1000 ,31.739,-77.714,100.048,0.15360,-0.78527,-0.59980,0
    1001 ,42.899,-62.799,137.989,0.60497,-0.52920,0.59495,0
    1002 ,11.701,-26.550,112.869,-0.01204,0.99537,0.09541,0
    1003 ,51.305,-46.206,76.449,-0.04965,-0.35069,-0.93518,0
    1004 ,2.767,-71.784,122.112,-0.54392,-0.46465,0.69875,0
    1005 ,60.974,-42.968,107.174,0.99174,0.12484,0.02928,0
    1006 ,40.683,-67.870,132.076,0.61446,-0.70568,0.35277,0
    1007 ,14.771,-51.236,136.827,-0.37493,-0.03201,0.92650,0
    1008 ,53.664,-59.791,124.964,0.68477,-0.61030,0.39828,0
    1009 ,24.032,-27.782,115.604,0.01708,0.95713,0.28916,0
    1010 ,19.554,-81.032,103.690,-0.06461,-0.92808,-0.36674,0
    1011 ,48.840,-63.115,127.763,0.63348,-0.65784,0.40737,0
    1012 ,23.361,-25.878,107.539,0.02558,0.97819,-0.20611,0
    1013 ,2.977,-45.666,93.247,0.01187,0.32177,-0.94674,0
    1014 ,11.142,-77.885,112.511,-0.52025,-0.85046,-0.07782,0
    1015 ,6.053,-73.321,106.514,-0.63243,-0.73955,-0.23046,0
    1016 ,50.134,-63.127,125.609,0.67564,-0.65893,0.33064,0
    1017 ,35.282,-68.253,139.108,0.53262,-0.62916,0.56610,0
    1018 ,14.262,-26.222,110.301,-0.04383,0.99007,0.13355,0
    1019 ,27.444,-71.603,95.752,-0.04304,-0.32939,-0.94321,0
    1020 ,26.980,-75.995,132.029,0.02065,-0.63544,0.77188,0
    1021 ,38.666,-64.225,91.952,-0.05714,-0.14714,-0.98746,0
    1022 ,42.987,-74.895,103.061,0.67257,-0.73187,-0.10963,0
    1023 ,30.165,-73.829,133.729,0.10014,-0.70518,0.70192,0
    1024 ,10.042,-75.310,122.547,-0.22077,-0.94457,0.24301,0
    1025 ,36.358,-50.285,90.620,-0.52803,0.11840,-0.84093,0
    1026 ,5.628,-47.889,92.180,-0.15934,0.31759,-0.93474,0
    1027 ,34.193,-70.435,95.290,-0.01045,-0.47018,-0.88251,0
    1028 ,31.878,-64.162,93.237,-0.15073,-0.26694,-0.95185,0
    1029 ,31.953,-68.136,140.315,-0.19455,-0.65860,0.72691,0
    1030 ,22.506,-82.317,111.798,0.03662,-0.98605,0.16236,0
    1031 ,54.160,-58.017,126.583,0.66647,-0.62154,0.41171,0
    1032 ,56.476,-58.888,119.020,0.59906,-0.79660,0.08092,0
    1033 ,39.370,-69.923,130.386,0.63071,-0.67648,0.38024,0
    1034 ,46.475,-31.338,93.567,0.44060,0.87507,-0.20032,0
    1035 ,40.740,-74.697,119.707,0.57846,-0.69287,0.43049,0
    1036 ,24.491,-60.444,92.511,0.03091,-0.04044,-0.99870,0
    1037 ,-18.947,-43.891,115.104,-0.76069,-0.63156,0.14996,0
    1038 ,18.134,-31.862,95.813,-0.21731,0.46820,-0.85648,0
    1039 ,45.723,-67.913,96.230,0.50609,-0.50458,-0.69948,0
    1040 ,5.127,-63.181,127.185,-0.55682,-0.38822,0.73433,0
    1041 ,45.983,-19.167,102.294,-0.29245,0.68483,-0.66745,0
    1042 ,4.648,-57.300,130.215,-0.51893,-0.46192,0.71926,0
    1043 ,51.267,-47.589,135.969,0.74811,0.18499,0.63727,0
    1044 ,20.744,-80.753,102.734,-0.03874,-0.84176,-0.53845,0
    1045 ,44.897,-70.497,121.596,0.60551,-0.68477,0.40553,0
    1046 ,33.243,-80.365,115.568,0.19873,-0.97784,-0.06590,0
    1047 ,42.290,-66.382,132.273,0.61495,-0.70751,0.34824,0
    1048 ,39.792,-76.418,118.218,0.59384,-0.70834,0.38158,0
    1049 ,25.503,-81.445,119.723,0.07042,-0.99309,-0.09392,0
    1050 ,45.853,-31.704,91.827,0.06572,0.93798,-0.34040,0
    1051 ,48.272,-44.688,76.696,-0.44806,-0.48614,-0.75028,0
    1052 ,29.498,-82.014,126.984,0.29490,-0.85267,0.43127,0
    1053 ,29.403,-39.510,135.988,0.08134,0.29886,0.95082,0
    1054 ,60.056,-54.258,102.941,0.82896,-0.09199,-0.55170,0
    1055 ,59.001,-47.328,100.400,0.73954,0.10996,-0.66407,0
    1056 ,-14.201,-32.605,102.832,-0.46968,0.47017,-0.74722,0
    1057 ,21.359,-81.115,117.853,-0.14561,-0.96800,0.20438,0
    1058 ,44.776,-68.558,124.816,0.58138,-0.69233,0.42741,0
    1059 ,44.303,-63.663,134.184,0.64330,-0.67713,0.35730,0
    1060 ,23.523,-82.585,109.743,0.13032,-0.98873,0.07372,0
    1061 ,26.096,-76.900,99.139,-0.00810,-0.59267,-0.80540,0
    1062 ,44.614,-34.643,84.916,-0.18543,0.67197,-0.71699,0
    1063 ,17.610,-43.443,137.063,-0.33482,0.17183,0.92648,0
    1064 ,6.866,-57.211,131.827,-0.51267,-0.43825,0.73831,0
    1065 ,51.035,-35.819,88.428,0.82881,0.32533,-0.45524,0
    1066 ,35.126,-74.518,130.074,0.60715,-0.58718,0.53533,0
    1067 ,36.626,-78.953,119.589,0.68711,-0.69469,0.21283,0
    1068 ,52.951,-56.842,130.589,0.70618,-0.57585,0.41195,0
    1069 ,21.152,-75.006,98.202,-0.09100,-0.49611,-0.86348,0
    1070 ,41.972,-45.094,138.956,-0.17148,0.09850,0.98025,0
    1071 ,34.139,-66.234,93.395,-0.19512,-0.31823,-0.92771,0
    1072 ,41.528,-60.016,139.457,0.21193,-0.19547,0.95754,0
    1073 ,33.669,-56.854,139.765,-0.15298,0.15305,0.97631,0
    1074 ,25.173,-58.798,92.543,-0.04206,-0.03067,-0.99864,0
    1075 ,-4.856,-64.228,100.542,-0.34742,-0.78464,-0.51345,0
    1076 ,42.181,-75.802,105.780,0.52584,-0.84743,-0.07321,0
    1077 ,62.403,-45.580,118.709,0.98444,0.17357,-0.02738,0
    1078 ,29.417,-80.172,104.064,0.20373,-0.92204,-0.32915,0
    1079 ,39.851,-60.042,139.933,0.29883,-0.20250,0.93257,0
    1080 ,41.740,-75.203,117.650,0.55989,-0.73015,0.39167,0
    1081 ,39.615,-77.227,111.122,0.36826,-0.92962,-0.01384,0
    1082 ,11.906,-26.283,109.782,-0.06608,0.99676,0.04588,0
    1083 ,58.012,-30.104,111.588,0.88038,0.05748,0.47078,0
    1084 ,40.394,-77.054,114.510,0.43237,-0.90050,0.04634,0
    1085 ,23.112,-79.327,101.136,0.01961,-0.71088,-0.70304,0
    1086 ,-4.701,-47.087,90.177,0.60055,0.36375,-0.71206,0
    1087 ,46.980,-42.224,138.694,0.38129,0.24701,0.89085,0
    1088 ,2.879,-30.499,123.138,-0.30140,0.86998,0.39024,0
    1089 ,53.171,-45.117,133.150,0.70811,0.21270,0.67331,0
    1090 ,57.236,-50.246,128.926,0.80382,-0.15164,0.57522,0
    1091 ,58.308,-32.015,111.740,0.93052,0.15827,0.33029,0
    1092 ,49.241,-40.509,77.595,0.27612,0.88458,-0.37587,0
    1093 ,24.018,-53.047,92.126,0.06408,-0.04069,-0.99711,0
    1094 ,36.693,-79.126,118.823,0.63564,-0.76041,0.13319,0
    1095 ,60.909,-43.718,111.186,0.95052,0.30956,0.02634,0
    1096 ,58.712,-51.527,100.345,0.78495,-0.15025,-0.60106,0
    1097 ,49.164,-61.242,130.223,0.64579,-0.65132,0.39841,0
    1098 ,60.391,-42.291,112.090,0.96683,0.24078,0.08530,0
    1099 ,19.833,-51.140,138.617,-0.17057,0.08526,0.98165,0
    1100 ,15.631,-41.603,92.424,-0.08465,0.17468,-0.98098,0
    1101 ,37.844,-77.949,108.835,0.39580,-0.91801,-0.02443,0
    1102 ,43.007,-75.882,114.235,0.46779,-0.85703,0.21605,0
    1103 ,9.471,-66.251,129.113,-0.59294,-0.34155,0.72922,0
    1104 ,25.246,-61.281,92.650,0.06154,-0.15359,-0.98622,0
    1105 ,50.970,-58.449,95.498,0.62495,-0.36234,-0.69149,0
    1106 ,31.627,-79.773,104.371,0.23122,-0.93836,-0.25693,0
    1107 ,60.335,-40.695,107.298,0.96520,0.26133,-0.00980,0
    1108 ,27.132,-47.008,92.590,0.00867,0.00472,-0.99995,0
    1109 ,52.993,-33.970,124.333,0.38336,0.74306,0.54854,0
    1110 ,54.698,-56.096,128.675,0.68269,-0.59293,0.42706,0
    1111 ,58.586,-50.708,100.013,0.77392,-0.12350,-0.62112,0
    1112 ,35.545,-67.048,93.399,-0.15197,-0.39123,-0.90766,0
    1113 ,40.310,-26.627,125.052,0.05658,0.95677,-0.28528,0
    1114 ,35.753,-46.622,90.999,-0.42236,-0.06588,-0.90403,0
    1115 ,7.547,-45.454,92.837,-0.15789,0.37955,-0.91160,0
    1116 ,52.790,-61.674,115.111,0.67451,-0.73379,0.08113,0
    1117 ,43.032,-73.355,98.969,0.49612,-0.62433,-0.60338,0
    1118 ,29.178,-34.351,94.011,-0.17530,0.37055,-0.91212,0
    1119 ,56.847,-58.351,100.825,0.62869,-0.31697,-0.71012,0
    1120 ,56.185,-55.029,127.824,0.71401,-0.54506,0.43942,0
    1121 ,19.420,-28.605,122.862,0.12328,0.98867,0.08558,0
    1122 ,19.435,-79.189,101.005,-0.01306,-0.68125,-0.73193,0
    1123 ,14.898,-25.742,106.693,-0.18440,0.98144,-0.05265,0
    1124 ,62.136,-45.911,114.388,0.91684,0.39469,-0.06019,0
    1125 ,22.946,-43.321,92.580,0.05693,0.13816,-0.98877,0
    1126 ,-16.334,-41.547,96.962,-0.80437,0.54798,-0.22956,0
    1127 ,41.468,-76.290,103.997,0.50774,-0.85985,-0.05345,0
    1128 ,5.002,-27.203,113.531,-0.09585,0.99295,0.06974,0
    1129 ,31.862,-28.687,98.561,-0.15842,0.85061,-0.50137,0
    1130 ,57.985,-54.462,125.527,0.76889,-0.46667,0.43707,0
    1131 ,-4.312,-55.800,91.072,0.29479,-0.58050,-0.75903,0
    1132 ,4.455,-30.418,123.742,-0.11342,0.87262,0.47505,0
    1133 ,59.217,-54.266,123.339,0.81196,-0.47394,0.34074,0
    1134 ,22.487,-74.974,97.979,-0.09238,-0.53330,-0.84087,0
    1135 ,59.540,-52.109,124.608,0.84184,-0.26344,0.47108,0
    1136 ,12.205,-74.504,126.706,-0.31020,-0.77675,0.54812,0
    1137 ,-18.235,-25.932,110.493,0.07408,0.80969,-0.58216,0
    1138 ,28.031,-26.868,103.730,-0.10348,0.94488,-0.31063,0
    1139 ,42.237,-72.801,120.913,0.49949,-0.73326,0.46134,0
    1140 ,49.189,-42.939,75.898,-0.02040,-0.09976,-0.99480,0
    1141 ,26.453,-29.271,98.500,0.00796,0.83753,-0.54633,0
    1142 ,40.676,-44.163,86.445,-0.74252,-0.21835,-0.63324,0
    1143 ,12.077,-72.500,128.313,-0.46452,-0.48272,0.74243,0
    1144 ,47.742,-70.898,113.909,0.85500,-0.45303,0.25248,0
    1145 ,14.240,-79.917,109.436,-0.57205,-0.81874,-0.04925,0
    1146 ,27.180,-68.723,94.934,0.02613,-0.30565,-0.95178,0
    1147 ,58.965,-33.518,104.704,0.73275,-0.13657,-0.66666,0
    1148 ,46.791,-73.317,109.309,0.73897,-0.65628,-0.15238,0
    1149 ,46.359,-42.402,77.687,-0.85323,0.01140,-0.52141,0
    1150 ,31.602,-78.028,129.804,0.35467,-0.49360,0.79409,0
    1151 ,59.480,-36.493,121.256,0.86378,0.35737,0.35521,0
    1152 ,-11.798,-59.819,104.244,-0.80658,-0.59088,-0.01693,0
    1153 ,3.267,-30.475,98.827,0.05573,0.59835,-0.79930,0
    1154 ,47.579,-71.789,112.842,0.85292,-0.48004,0.20517,0
    1155 ,-17.464,-26.284,110.017,0.01073,0.83363,-0.55222,0
    1156 ,9.688,-26.481,109.937,-0.10678,0.99382,0.03024,0
    1157 ,42.781,-24.789,109.486,-0.13535,0.79999,0.58454,0
    1158 ,33.528,-78.806,127.598,0.60994,-0.63533,0.47363,0
    1159 ,53.428,-37.570,93.467,0.90583,0.38997,-0.16553,0
    1160 ,45.150,-31.893,91.451,-0.08176,0.88133,-0.46538,0
    1161 ,27.073,-30.255,132.417,-0.13538,0.71236,0.68863,0
    1162 ,41.748,-76.479,112.072,0.35981,-0.93277,-0.02188,0
    1163 ,-25.513,-42.037,103.896,-0.96739,0.04016,-0.25007,0
    1164 ,51.495,-39.999,131.254,0.72804,0.43608,0.52896,0
    1165 ,27.387,-82.151,124.653,-0.11986,-0.99260,-0.01941,0
    1166 ,48.993,-46.777,138.165,0.59264,0.18583,0.78374,0
