BlankMeshes/OC59/Index,X,Y,Z
286,65972.57814365809,-22107.581055730934,110092.20668141657
287,-9756.457237086066,-33265.366715956756,98847.89073031479
288,52386.38927823333,-56557.60444133042,133113.50011447826
289,-10959.050585236317,-24850.247594363314,114429.07829461114
290,51133.606196023735,-49592.74618112932,86818.2807131389
291,-20256.374273294896,-49701.79972048507,76073.64003834774
292,4323.378958667745,-59957.311933978286,128904.45949011119
293,43175.447827459604,-27671.286942206723,117102.32596836568
294,-27745.064698479113,-32522.640774652147,110138.01440726146
295,55291.13996226826,-63409.67072541026,106225.41534863666
296,68221.85198236287,-21562.26033715459,109720.28071493113
297,13807.707127799602,-60914.273947482376,91189.64073456457
298,47942.65786726008,-62533.115110250044,94552.4199981538
299,-6195.147544348555,-46498.791082997894,88457.17115587693
300,42661.05288007875,-25015.322886240196,110972.77538113263
301,49847.16724746179,-32954.90697018812,87740.97525406444
302,62885.57947110607,-13750.826987071017,105440.22773353939
303,35359.41742405734,-79545.31811155153,111129.9298259382
304,-7460.352280306028,-25622.27875902898,115563.37006495494
305,63754.32085793803,-13447.727062429572,104227.14935228325
306,65994.86200814716,-14382.861670554612,104317.31155503793
307,24770.490066606548,-48773.40182446186,91898.38582771781
308,66855.8833441724,-15901.079122829366,105810.68043710443
309,35225.226860491195,-64514.647379773305,92206.56299911866
310,54357.23657616155,-46119.234070184066,84913.8651180716
311,17173.202095539527,-66322.97546170885,93968.84314043056
312,2296.5020390136506,-66396.32350774978,124235.3888931753
313,48037.00432851675,-40913.692993413766,137774.31519068833
314,-3336.906540338772,-46310.56357241485,91079.78244511015
315,24625.268840143006,-40414.90597067898,92650.27676159226
316,-3260.4774750977267,-28039.420721395833,100507.27996294458
317,21188.258867411507,-48891.85590768461,139123.8620914995
318,26068.64700517002,-60279.42574399194,92177.65440203113
319,68317.37032845445,-19809.82260338951,109106.37816393518
320,-10614.589700671282,-27839.638602337145,120933.99802165103
321,-19966.838034804514,-54705.72117168758,90254.73135743513
322,64629.21621954915,-15129.13380696897,108823.02286872291
323,58156.118184039144,-18172.226892940518,108740.28820761922
324,63257.811418661186,-15516.26559813387,108870.88876068752
325,60581.81287184866,-40284.16175275364,105818.75141601369
326,49479.8795204436,-18499.43945587059,102134.58461235435
327,63666.85689187207,-14232.27525067339,107355.91353394152
328,-21654.14829723182,-50550.673013273044,86019.41399194863
329,64506.364206773316,-13803.931238264864,105822.63040636052
330,-22696.87042237259,-36361.20667176433,116351.50842268772
331,66947.61031274019,-15799.28767356752,106936.5964365405
332,-14903.733967908489,-27026.908724589717,122651.45824853191
333,67433.4687313055,-18095.68837079259,109376.8067446966
334,67255.1051305282,-21252.010887208253,110220.58713787317
335,1124.9977699313085,-69288.31732968891,122600.24041986959
336,66130.3866020313,-16346.1356584444,109281.4877063777
337,40492.49646223223,-42449.66210384321,138379.21066638702
338,13926.434760621767,-77674.1249443826,99372.80471364413
339,67985.39221642316,-19961.878837585577,109940.48773852001
340,-22845.067303754793,-25791.440043076498,109789.17160722316
341,41136.19906040928,-65975.9410432602,136358.23642675902
342,49042.64384579448,-20722.134319872563,108470.91799349464
343,66026.79545945713,-20217.79101917746,110543.82267392956
344,64995.98452079478,-21211.217103302213,110451.37718382363
345,24552.87367711165,-58737.48462495297,92166.17256970574
346,28207.516545451464,-81241.11891956483,115667.26860544193
347,26099.105553622237,-33827.96986122651,94124.89078872101
348,7798.61259838193,-27146.832680004525,102040.6861371241
349,22565.646462065994,-79598.10134155632,100844.61042666592
350,36601.412152179044,-79411.43154149006,115420.9720114519
351,-16550.98730102312,-55786.32740629102,87215.19269409866
352,28806.45484078182,-81715.73922521985,110925.45253399205
353,-7591.641548959384,-53020.54312159522,86283.15288183793
354,65220.78113951585,-20097.28425523182,110627.90760532091
355,32363.12065756995,-80216.42620974503,127720.74598031386
356,33972.78744124303,-48452.30257682091,138876.95941269322
357,-23582.931308838528,-19606.837063940147,121478.78828656024
358,-18248.23720440424,-20708.122571392374,121019.2220826298
359,14673.474855464372,-35834.12569613307,94170.2760243698
360,28345.192311551553,-61444.846715096166,139934.6393510443
361,-2289.1150772301876,-41174.18856411275,128021.71047687843
362,11103.111452098761,-72344.64666158934,97980.49623745585
363,-9197.333808778169,-41875.20960161128,89181.32411154443
364,-7331.433663204623,-61230.50946495128,96556.1052623232
365,61595.32291979554,-18663.78254878596,109925.80034605559
366,-12311.868399873076,-45455.48148228083,82198.02442854624
367,52003.794313177576,-41301.2078503004,80742.22512073258
368,12733.75845806873,-27954.673059286044,100762.68013493656
369,40912.444425643866,-29838.803517404587,93758.80446355883
370,17576.521053448567,-28571.600282980326,127434.96042883396
371,63233.554560710545,-17634.3803750902,109942.14786954377
372,-1129.7747907361336,-43396.93236368616,93326.31802573106
373,41422.97832018293,-21440.522806876717,106071.69439758711
374,44361.56045203945,-51886.75444339367,140106.80472128186
375,-12679.123221689444,-25155.05659874499,120327.27299613022
376,14923.526898123264,-26785.572803073628,117215.61180350058
377,27002.64380287874,-40438.66982779175,137020.1429247239
378,65100.708069637934,-14369.658037082396,107460.60149903664
379,42525.74365398865,-26151.90245295692,98022.22669335206
380,-11351.585149310764,-24323.025518919054,116812.87520342269
381,47650.33221007001,-34835.36814960331,131953.61693490992
382,66790.31243206342,-15626.99834491003,107497.78204972272
383,26982.66245133736,-81164.64447332478,128746.57856078411
384,-24452.369317528774,-19904.929254434403,114846.26833977632
385,49353.46414875849,-40586.07706899826,76523.56185563628
386,60672.68225702124,-52904.24702665567,122702.26998609524
387,45186.08681649767,-24087.967924197877,99991.67608245763
388,19403.70634902708,-39180.45674374368,136575.87015490088
389,66618.28828964138,-17781.924237686657,110167.50793861378
390,17887.653690036426,-28159.675050871276,124587.41586347601
391,67051.58551562391,-19267.39945701617,110363.76381295637
392,60403.416795357974,-37364.9974966517,118345.32569131315
393,64514.17973406744,-16682.394654030508,109873.84183124514
394,5226.150683844731,-60361.4909804429,92549.9298514967
395,33265.86952175697,-28607.81192557069,129556.32956488688
396,25933.37055876129,-45794.68344786094,139376.5193932509
397,59586.745479512065,-19669.860572893675,110034.30589462115
398,6205.270078318742,-26208.914106199532,106310.4992972977
399,64050.965578893825,-15554.246139291672,109369.00116716267
400,18206.918251735977,-75388.07159006763,130566.03083238522
401,-27804.030548520383,-30573.12286501213,111978.10332638836
402,17175.736006859544,-27451.31968648073,119494.34966212627
403,34037.81631597993,-81160.92894367743,121666.61420687228
404,-24676.38040495869,-20146.04335466773,118195.5136999488
405,4047.224042368848,-26564.615225070404,109665.81773871879
406,36181.19057677183,-57328.907824553695,140511.90907300138
407,-20555.60141911478,-44770.682374450094,86319.89785570996
408,65804.356388275,-14616.27868296711,107456.54807599311
409,66092.88076753031,-18604.3580219256,110535.61290675946
410,61137.6853616398,-21156.554159580694,110442.4425237316
411,34035.037438709725,-54403.491431238,139945.26062014067
412,-7908.0676686701745,-32302.40970563204,98687.50347731453
413,27050.582190830643,-78329.84793993193,99751.02154320844
414,64809.41478079408,-18572.989528476006,110439.53972135464
415,61582.916779937026,-43613.28867679691,116461.62994287825
416,13051.594933760338,-78858.09947056668,100258.01702791061
417,49908.52406637736,-18935.430541756963,106389.10560545222
418,64617.35651978233,-17559.774085508496,110255.07277508423
419,26953.329240933046,-28223.240714924774,119222.61783446478
420,59080.713913583255,-20471.93938802698,110375.29924776389
421,26297.379855277315,-59558.11304053516,92131.38433832506
422,30323.5154958751,-69761.9924306172,94828.06068995997
423,1602.5864342542723,-59101.531308131685,93002.85711370975
424,44676.081315129624,-75689.83448238012,111218.53520984294
425,-19307.835855721307,-42689.526039022385,77103.42801797978
426,33715.68930283093,-80864.67334245797,117653.34369060521
427,-631.2339826081183,-53544.36691273434,90997.89043696185
428,49986.18481827105,-23525.456858174137,113613.86023106755
429,-14355.186539317983,-53996.553444357574,79477.06008249897
430,-12788.189058868997,-50396.05132725737,79615.57118166186
431,48031.32278512486,-70431.0920294763,102950.81435033292
432,-17812.561616667637,-45112.24900519631,117723.5121115979
433,-21454.54843852092,-46480.18187984962,85383.58405867165
434,10897.391100485702,-77910.97928214191,107560.14647392856
435,49849.573288820124,-63196.71409215085,96189.30277644153
436,10874.459249304678,-57452.49268332554,134546.70609577902
437,-10898.76351187881,-49167.240147728306,122957.13318753692
438,55789.01432683293,-18910.62482109199,108621.52650758467
439,34450.63012226961,-51262.73796130047,139427.63851775142
440,-6822.486802533488,-40607.272928873426,92083.25134063922
441,62984.07410439636,-25239.218384577256,108173.93827311828
442,30330.74181512998,-34125.00298525617,135266.45400085425
443,24360.728572184307,-46808.24305832692,92007.35631454032
444,52008.29862123878,-22501.79855471514,112629.33641306013
445,-6706.590973151215,-50397.457266843616,125104.36351422258
446,21370.531219728808,-30377.688346800638,131663.51246772252
447,44113.97874858322,-70989.82337857533,122774.50686029949
448,4727.609220866945,-50036.37077445462,91333.28018217155
449,-15624.125373737506,-44843.19882933112,120921.00733606592
450,48492.13012007482,-40552.64377146801,76388.05320689853
451,-15671.798225137525,-47866.15302361502,77653.15481238843
452,1420.4171157198762,-66425.04259361225,123649.74250229748
453,60962.04451198679,-44898.05371841642,104464.64279275289
454,-16563.138627782464,-22630.38525227709,115486.46726273575
455,41688.80453318503,-63240.48364339697,139091.73778592848
456,9632.878284804776,-47467.92653568796,135066.41144369324
457,61426.3766550418,-44313.813095437305,106690.46453307045
458,14136.441738610893,-38964.63050829272,134795.49620074718
459,22525.203586655476,-82464.62826346575,113460.12646435905
460,62518.33319900413,-26444.5638496877,106485.69370607605
461,57125.580985136214,-20666.349534160818,110392.52615178692
462,50368.172285450135,-63931.657182154355,124693.76607003382
463,-17670.895456599443,-39603.98212658728,100604.59368074115
464,21547.48780608875,-25748.624579755982,106318.54396111026
465,12746.428321623156,-70383.68785851896,130564.60741385033
466,34353.332713946416,-65466.57295160635,141561.74395215325
467,42341.148053973266,-32043.092624914643,89614.12094777063
468,-20106.686217076403,-41772.588586339036,77572.66210957896
469,29012.34573322739,-81942.01264043944,120507.36187151735
470,46635.18242936653,-74361.0794192513,110664.85987856942
471,43013.77780434803,-38480.48262124412,82655.12490205029
472,-1526.037615402562,-42292.44601842109,93496.65731711901
473,27293.252711151552,-51707.88446404168,91883.56491426755
474,52207.61025405135,-23321.83990813428,100905.51750217432
475,10870.66650848396,-66558.64276049948,94981.43491500668
476,20446.365215868285,-35965.92148252138,135073.10203956492
477,42054.01851946011,-45031.17943935906,84586.68399088155
478,-18025.62350160293,-23712.84522789153,122391.58430192342
479,32095.89328551907,-71697.15713853933,95447.42681624557
480,-11379.761620359792,-45545.2288752268,124148.61699670153
481,54725.49705387771,-25946.950214018783,101592.24765014411
482,-21886.370754167045,-44023.21993758414,98856.35361552109
483,62673.48693310162,-46802.327817845915,120234.28698351189
484,-7618.483110955955,-56050.88454971558,88615.23171374219
485,33932.90197645608,-71475.23702963957,136133.47709600322
486,54804.008023524955,-32349.718317012743,122053.23730154932
487,22725.80746708974,-70714.63654987511,135220.65217454385
488,33879.86165289143,-63480.53253302038,141530.15819019766
489,-21110.841150046326,-53955.91784518739,89588.32710314244
490,36211.73782123696,-65521.31190965293,92272.2954542532
491,38135.59468637054,-72469.20865554098,129231.36669266023
492,38080.9190644706,-39167.149854138,87513.84054717951
493,-25429.461288877064,-22692.422309191315,115447.05930167936
494,7006.80833237318,-28716.759763959075,100185.89453174516
495,-20776.817439196555,-32472.443404077352,105498.37530541446
496,-24925.383763845668,-30869.097734397074,118119.22582622975
497,22219.876294974038,-50477.210421305586,139250.00161820467
498,-5192.176867253533,-68776.14976658279,109346.70895215051
499,31340.45660605675,-67383.96231989191,141145.65429154644
500,56580.53000705722,-24175.238100624563,112685.72372941581
501,35264.4796665772,-80445.43482676071,118786.93560222287
502,34010.49113418711,-58386.43339790836,140530.11600987375
503,-21552.30258002925,-53265.66402228952,89184.73867202255
504,32431.49868035021,-80364.85475415096,106141.83575919717
505,6442.040523873521,-76200.04062293892,116157.94871433468
506,54962.32954893175,-22449.279314141222,112012.596406815
507,-22460.957340911318,-38318.91964326145,115087.43054763631
508,8591.422507242249,-29345.5573358772,99591.87069624204
