Points_0,Points_1,Points_2,Points_Magnitude,meshID
48239,-32820,87912.1,105512,5312
47574,-32807.8,87667.3,105001,5313
47280.4,-32806.2,88407.4,105487,5314
45590.8,-42520.1,79300.7,100872,5315
45925.3,-43296.6,79327,101373,5316
45579.1,-43246.5,80225.7,101901,5317
45407.8,-44088.2,80581.2,102464,5318
46365.3,-44236.9,80091.3,102573,5319
44829.9,-43459,81052.2,102313,5320
45050.4,-42373.1,79894.5,101035,5321
44587.2,-42636,80730.8,101604,5322
40958,-29225.3,95380.4,107838,5380
40475.9,-29733.6,94909.8,107379,5382
41115.8,-30459.1,94232.1,107229,5385
63372.8,-19889.6,101534,121330,5515
63652.9,-20756.7,101627,121699,5516
62639,-20176.4,101124,120652,5517
62048,-22038.3,100692,120310,5518
62560.9,-21069.8,101038,120692,5519
63183,-21747.1,101299,121353,5520
46015.7,-30075.9,96278.3,110867,5534
46145.4,-29763.3,96727.7,111227,5535
45665.4,-29856.5,97629.4,111840,5536
46434.6,-30888.6,95952.5,110983,5537
46021.6,-30152,95595.5,110298,5538
45915,-30752.7,95115.2,110004,5539
46507.3,-31861.7,95426.9,110835,5540
46425.4,-32327.6,94516.1,110153,5541
45941.9,-31373.6,94344.5,109526,5542
46484.8,-31597.5,93618.6,109196,5543
54168,-39188.6,94601.5,115842,5544
54519.3,-39614.4,95401.4,116804,5545
53767.6,-40323.4,94452.2,115923,5546
53496.4,-39965,93444.8,114852,5547
43782.1,-24514.8,100512,112341,5625
44531.8,-23763,100762,112698,5626
45247.7,-24676.7,100553,112992,5627
43176.1,-22651.5,101139,112278,5628
44054.5,-22281,101348,112733,5629
44498.9,-22945.3,101081,112801,5630
43310.1,-23708.6,100790,112234,5631
42751.1,-23257.9,100674,111821,5632
43859.7,-23151.2,100703,112253,5633
51743.2,-48066.1,85462,110867,5674
51597.3,-48211.9,84614,110210,5675
52101.4,-47364.8,84489.5,109984,5676
47762,-24043.4,101984,115152,5679
48491.9,-22787.1,101820,115057,5680
49292.2,-23252.6,102010,115657,5681
49646,-24242.4,101497,115560,5682
48949.9,-24353.3,101843,115591,5683
58092.7,-29128.7,110922,128557,5697
57718.6,-29083.8,111958,129275,5698
57939.6,-30293.7,111557,129305,5699
58019.1,-28151,111091,128452,5700
58397.8,-27942.5,109996,127633,5701
58501.5,-29209.9,109686,127698,5702
58175.3,-30389.6,110527,128546,5703
49337.2,-35542.7,96084,113708,5723
49045.1,-34494,96288.1,113431,5724
49507,-35343.1,96931.1,114437,5725
49120.6,-34944,97823.6,114906,5726
48661.7,-34275.7,97047.7,113847,5727
48317.6,-33193,98364.1,114507,5728
47902.8,-33022.5,97338.9,113402,5729
48516.8,-33658.7,97822.9,114263,5730
48753.3,-34197,98572.9,115165,5731
49687.6,-34968.9,98769.2,115961,5732
57746,-24976.6,111307,127858,5754
57902.5,-23982,111576,127973,5755
58743,-24016.6,110877,127755,5756
58599.5,-24893.4,111272,128199,5757
58405.8,-22899.7,111157,127638,5758
59296.5,-22650.5,110412,127357,5759
59422.2,-23338.1,110921,127981,5760
50201.5,-39407.8,81783.5,103739,5820
49447.3,-38929.2,82175.9,103506,5821
50141.5,-39124.3,82410.4,104098,5822
50321.2,-39238.5,83229.2,104876,5823
49682.6,-38336.4,82861.3,103942,5824
45788,-23941.5,101141,113575,5911
45197.1,-23269.4,100504,112629,5912
45566.1,-22984.3,101015,113175,5913
44361.1,-21302.6,101659,112944,5914
44998.7,-21847.1,101304,112981,5915
45132.7,-20928.1,102204,113669,5916
45961.8,-21747.2,101333,113375,5917
46660.7,-21314.7,101461,113692,5918
59845.5,-40698,107042,129212,5972
66520.1,-19087.4,109362,129419,6027
66468.5,-18368.5,108835,128843,6028
55292.1,-17993.7,104736,119794,6037
55134,-18675.4,103686,118909,6038
55953.8,-18419.3,104069,119585,6039
55190,-19351.4,102790,118263,6040
55899.6,-19042.4,103238,118935,6041
58010.3,-17709.1,103363,119845,6042
57123.8,-18621.3,102875,119135,6043
57034.1,-18003.8,103530,119564,6044
58424,-18033.3,102595,119433,6079
59781.6,-18450.4,102094,119739,6080
60161.1,-17106,102681,120230,6081
47723.8,-26182,100888,114636,6082
47447.8,-26621.1,100293,114099,6083
47150.6,-25669.8,100523,113960,6084
46732.4,-26230.6,99953.1,113413,6085
48599.8,-26641.4,101517,115661,6086
47947.6,-27181.6,100670,114770,6087
46681.2,-27202.6,99969,113635,6088
47218.2,-27829.3,100106,114128,6089
46062,-28263.1,99601.3,113318,6090
45527.4,-27505,99535.6,112857,6091
45798.3,-26782.4,99766.9,112997,6092
58971.9,-29851.3,103735,123003,6126
58561.2,-29115,103404,122350,6127
59410.3,-29429.9,103282,122731,6128
59664.6,-28666.6,103147,122560,6129
58902.4,-28541.9,102825,121890,6130
59896.4,-29189.1,103861,123396,6131
60289.1,-28611.7,103286,122969,6132
64646.3,-14706.7,104515,123769,6168
63718.3,-14103.3,104162,122917,6169
64109.4,-14496,105035,123905,6170
64329.9,-14759,105860,124750,6171
59687.9,-29479.7,104970,124300,6231
60464.1,-28452.4,104180,123770,6232
60145.1,-30004.4,105775,125324,6233
60827.6,-28923.7,105383,125069,6234
61460.3,-28057.5,105358,125160,6235
61231,-28673,104854,124763,6236
60957.6,-27743.5,104351,123995,6237
61641.1,-26689.9,104579,124293,6238
61577.9,-26403.8,103798,123544,6239
61130.2,-27164.3,103643,123356,6240
43417.3,-21753.2,101909,112888,6265
42771.4,-22243.5,101892,112722,6266
50339.1,-23733.9,101629,115870,6278
50130.5,-22740.3,101830,115756,6279
49074.3,-22111.5,101655,115026,6280
50205.8,-21484.8,101994,115694,6281
50693,-22146.7,101910,115956,6282
51356.8,-23518.4,101485,116146,6283
59556.3,-39314.1,105610,127460,6348
59132.4,-38285.8,106414,127618,6349
44741.8,-41455.4,80346.1,100876,6383
44324.2,-41793.8,81132.7,101459,6384
60084.8,-41520.1,106747,129341,6385
60411.4,-42027,107318,130127,6386
40200.2,-31599.1,92456.9,105654,6482
39487.6,-31126.6,92951.1,105679,6483
45551.3,-20359.3,105578,116774,6607
46374.2,-19998.6,105442,116912,6608
44522.1,-20314,105448,116250,6609
53179.3,-38161.8,91555.1,112546,6634
53050,-38788.5,92058.8,113109,6635
53688.6,-38428.1,94287.6,115106,6636
53253.3,-38154.1,93551.8,114209,6637
52795.4,-37569.5,94434.9,114528,6638
53672.9,-39193.2,93072.9,114365,6639
53744,-38931.4,93828.5,114925,6640
53458,-38528.9,92700.9,113735,6641
49736.4,-30253.8,101815,117283,6668
49798.8,-29317.5,101418,116726,6669
50485.1,-29579.9,102040,117626,6670
49720.5,-28665.7,101819,116880,6671
50349.3,-28743.1,102013,117337,6672
50959.8,-28739.9,102034,117617,6673
51628.7,-27520.8,102266,117819,6674
50284.9,-27956.5,102048,117149,6675
49533.1,-26812,101874,116408,6676
49012.8,-27840.4,101797,116361,6677
52593.5,-26940.8,102287,118129,6678
51718,-26357.3,102280,117604,6679
50659.3,-26989.4,102190,117207,6680
50263,-26188.5,102056,116737,6681
49007.4,-40244.9,78669,101045,6682
49168.2,-40677.1,77984.7,100766,6683
49674.3,-40263.1,79230.2,101814,6684
49860.1,-40863.3,78212.5,101356,6685
58778.6,-37039.6,105910,126664,6696
59395.3,-38044.4,107339,128440,6697
59358.1,-37375.1,107254,128155,6698
58960,-36774.8,107026,127606,6699
58720.4,-36072.9,105233,125791,6700
59153.3,-36201.2,108031,128376,6701
59165.3,-35874.6,106953,127383,6702
59108.6,-35449.7,107636,127812,6703
58885.1,-35554.4,106167,126503,6704
58933.6,-36170.1,106249,126769,6705
58802.2,-32796.7,104728,124504,6706
58787.7,-33870.7,105860,125736,6707
59031.4,-33766.9,104945,125053,6708
58490.3,-34754.3,105346,125406,6709
59063.2,-34768.5,107264,127291,6710
59072.6,-34435.5,106333,126420,6711
54596.3,-24831.6,112690,127657,6801
55695.1,-24892.2,112295,127796,6802
53321,-43386.9,86003.4,110101,6803
53207,-44209.9,86411.1,110690,6804
53641.4,-43946.5,85144.8,109810,6805
53679.9,-45101.5,85227.1,110360,6806
53586.4,-44560.5,85695.7,110458,6807
53109.6,-45271.3,85930.2,110698,6808
51452.3,-24352.4,101467,116344,6826
50650.5,-24645.7,101398,115993,6827
52424.9,-24117.5,101595,116840,6828
52643.3,-25076.9,101865,117374,6829
52581.7,-49156.6,92954.5,117566,6944
52800.6,-49848.5,93722.8,118561,6946
51171.8,-51235.6,91200.4,116452,6948
51441.3,-50362.7,91329.6,116291,6949
51931.6,-49384.5,92215.4,116788,6951
51995.9,-50285.3,92850.2,117700,6953
52596.2,-48693.6,91961.2,116595,6954
51965.1,-47890.2,90234.9,114613,6955
51665.6,-48012.5,89489.5,113943,6956
52154.1,-47403.5,89388.8,113831,6957
52349.8,-47144.5,90211.7,114461,6958
52152.2,-46646.2,89093.1,113284,6959
51478.5,-48706.2,90068.8,114607,6960
52657.7,-47657.5,91112,115523,6961
52030.1,-48315.5,90853.9,115308,6962
51504,-49655.1,90753.6,115562,6963
52021.9,-49084.2,91227.3,115922,6964
51145.8,-50576.3,90205,115372,6965
51008.5,-49282.8,89936.3,114539,6966
47864.4,-32260.7,91757.1,108403,6979
51530.7,-36340.9,89727.8,109668,7004
45976.8,-40384,78975,99908.9,7072
54979.4,-23897.5,101417,117810,7167
63312.3,-14731.3,104267,122870,7241
62947,-14900.2,103147,121752,7242
62451.6,-15060.5,103807,122077,7243
63162.8,-14495,103617,122213,7244
48999.6,-19549.7,102369,115163,7274
48024.9,-20092,102139,114641,7275
48240.7,-19337.2,102276,114723,7276
49302.6,-20649.9,101855,115029,7277
48373.2,-20712.4,101719,114524,7278
47163.1,-20589,101778,114048,7279
50129.3,-20184.5,102234,115638,7280
49359,-49734,87366.6,111994,7298
49862,-49557.2,86484.6,111453,7299
50276.7,-48907,86914.3,111686,7300
49800.8,-49385.2,85712.8,110751,7301
50080.7,-49273.5,84874.6,110180,7302
66348.6,-22561.7,108675,129311,7349
66610.6,-22395.8,107737,128630,7350
48134,-34036.1,85969.9,104241,7408
47857.7,-33499.8,86958.5,104759,7409
48510.5,-34634,85624.5,104328,7410
42438,-24829.2,99787,111243,7453
42720.7,-24151.7,100338,111696,7455
42019.3,-25592.8,99335.6,110852,7459
43048.2,-25521.7,99299.8,111198,7461
64528.8,-15909.5,108164,126951,7490
64413.9,-15491.5,107559,126325,7491
64001.3,-15006.7,107158,125715,7492
64741.4,-15231.8,106861,125868,7493
63943.9,-15948.5,108676,127097,7494
63605.6,-15507.1,107675,126016,7495
45576.9,-36086.2,83873.5,102050,7520
51826.5,-39378.5,87725.4,109236,7530
52361.7,-40456.6,88475.5,110483,7531
52297.5,-40557.1,87169.9,109446,7532
52648.9,-41949.5,88486.7,111183,7533
52790.6,-41202.7,88456.4,110946,7534
52584.9,-41422.8,89336.3,111633,7535
52196.9,-41236.8,87836.6,110183,7536
51832.8,-41125.4,86466.5,108878,7537
52586,-43669.8,88162.2,111557,7573
52982.1,-43480.1,87451.5,111110,7574
52831.5,-42839.1,88397.8,111537,7575
53041.8,-42722.8,86888.9,110401,7576
52832.9,-42355.6,87699.1,110799,7577
51963.5,-19780.6,102493,116603,7618
52485.4,-18857.5,102766,116924,7619
53289.6,-18910.1,102764,117294,7620
52817.3,-19855.7,102394,116912,7621
53744.1,-20799.1,102156,117290,7622
54588.8,-21363.6,101740,117420,7623
54424.1,-20097.4,102425,117715,7624
54317.6,-19007.7,102900,117899,7625
53626.2,-19824.3,102739,117576,7626
56221.4,-19163.7,102508,118474,7638
55520.4,-20244.2,102320,118160,7639
57341.3,-19435.5,101983,118601,7640
56412.6,-19623.2,101941,118150,7641
58393.2,-19775.9,101583,118827,7642
57518.7,-20451.4,101499,118443,7643
56416.3,-20578,101850,118236,7644
65582.1,-15583.2,106697,126207,7702
44294.2,-48865.2,85566.8,108035,7742
44697.7,-49567.8,85943.5,108817,7743
44392.3,-47261.1,83702.5,105879,7744
45148.9,-47930.4,84338.4,106999,7745
45608.5,-48578.4,84284.1,107442,7746
44603.4,-48447.8,84855.2,107411,7747
45385.6,-48674.3,85172.8,108090,7748
44265.4,-47761.9,84352.2,106564,7749
61941.8,-26999.9,105188,125021,7801
61632,-27607.4,104763,124643,7802
59247.7,-31944,104525,124323,7874
58256,-32125.3,104494,123874,7875
57609.8,-31459.5,104214,123163,7876
59016.2,-31446.7,104020,123661,7877
59205.7,-30743,104346,123849,7878
57624.7,-30184.2,103835,122529,7879
56731.2,-31150,103477,122050,7880
56267.6,-30271.3,103773,121866,7881
58555.8,-30572.9,103870,123095,7882
57733.3,-30989,103529,122522,7883
62966.3,-16744.7,108839,126851,7918
63336.1,-17580.8,109175,127435,7919
62063.1,-16755.5,108362,125996,7920
42879.8,-30973.7,92997.7,106989,7939
42104.9,-30741.5,93957.8,107452,7940
43417.7,-30818.4,93615.9,107698,7941
43479.8,-30308.4,94401.3,108262,7942
42605.7,-31813,91684.5,105988,7943
42622.4,-31329,92322.1,106403,7944
43673,-31610.6,92273,106868,7945
41866.9,-31198.1,92616,106320,7946
41316.3,-30928.6,93379.3,106693,7947
59072.5,-48253.7,100925,126506,7948
63068.6,-16217.4,108147,126240,7966
63080.8,-15159.9,107100,125217,7967
62871.4,-15562.7,107845,125800,7968
62291.5,-15974.6,107313,125106,7969
60610.8,-22980.1,109814,127518,7979
59943.9,-23465.2,110412,127807,7980
60504,-22253,110164,127640,7981
61158.8,-23605.3,109499,127623,7982
46137.2,-48929.3,84662.8,108123,8019
46439.6,-49070.4,85458.4,108939,8020
47512.4,-48678.1,84969.9,108843,8021
46651.5,-48845.4,84318.5,108036,8022
46375.9,-48143.9,84054.7,107395,8023
47825.1,-47517.5,83030.4,106954,8024
47163.9,-48122.6,83679.4,107436,8025
48697.7,-48004.5,82793.5,107381,8026
47959.6,-48202.1,83808.3,107923,8027
51722.3,-32024.8,103041,119659,8048
52907.3,-32272.7,103674,120785,8049
52203.8,-31120.3,103194,119761,8050
53059.4,-31175.6,103257,120205,8051
53133.8,-30394.4,103123,119922,8052
53997.4,-30642.9,103957,121086,8053
54223.3,-31805.6,104620,122054,8054
53876.3,-28368,103414,120008,8055
54122.3,-28956.9,103596,120415,8056
53302.3,-28927.5,103240,119735,8057
53783.1,-29856.1,103758,120622,8058
52929.6,-29596.1,102912,119450,8059
61825.7,-15854.4,102618,120848,8092
61408.5,-15779.3,103496,121373,8093
62180,-15432.4,103052,121343,8094
56874,-42192.5,100431,122887,8135
57218.6,-41317.8,101123,123317,8136
57593.3,-42225.3,100922,123633,8137
57977.2,-42153.6,101639,124374,8138
58151.7,-41108.6,102291,124639,8139
58626.3,-41163.1,103274,125686,8140
57526.4,-40709.6,101791,123806,8141
45282.9,-34587.7,85237.1,102529,8161
44449.1,-34252.4,85626.4,102376,8162
45453,-34096.9,85959.5,103042,8163
54619.4,-47873.3,96970.4,121154,8173
55528.7,-47997.1,98275.5,122659,8176
57871.1,-48657.5,99785.1,125195,8229
57818,-47394.6,100185,125005,8230
57456.2,-48148.6,99409.1,124506,8231
57035.9,-48722.3,99018.7,124224,8232
47758.5,-19141.7,102570,114751,8257
48206.3,-18627.1,103138,115361,8258
56985.9,-45053.3,99797.9,123437,8286
57590.7,-44526.6,100208,123859,8287
57580.5,-45744.1,100313,124381,8288
58089.8,-45029.3,100698,124668,8289
56217.1,-44350.1,99212.6,122354,8290
56111.9,-45107.2,98877.4,122311,8291
56895.4,-44124.2,99850,123102,8292
58272.4,-20453.3,109698,125887,8295
58834.7,-22026.7,110603,127200,8296
59061.8,-21024.1,109959,126575,8297
46090.3,-44668.5,80715.8,103124,8329
54840.7,-43038.2,97512.9,119869,8371
55733,-44322.2,98070,121196,8372
55385.6,-44039.7,96928.7,120009,8373
54745.1,-41640.5,96555.8,118549,8374
54775.7,-42223.6,97096.4,119210,8375
54530.3,-42793.1,96272.6,118631,8376
54148.6,-41582.2,95730.4,117582,8377
53461.5,-42595.2,95510,117451,8378
54172.8,-43991.9,95614.6,118373,8379
54823.1,-43724.2,96447.9,119246,8380
50692.8,-19855.7,107030,120081,8410
51250.3,-20290.7,107706,120991,8411
52143.7,-19604.3,106835,120487,8412
51909.2,-20309.6,108162,121680,8413
52351.1,-19981.6,107831,121521,8414
52999.1,-19555.4,106920,120926,8415
52735.3,-19713.3,107480,121333,8416
58624.9,-33668.3,109670,128833,8482
58438.5,-33837.9,110718,129686,8483
58753.3,-32870.5,110141,129087,8484
58576.3,-32743.3,111321,129983,8485
58258.9,-32115.9,108729,127466,8486
58446.3,-32177.9,109823,128501,8487
58658.4,-32910.7,108868,127969,8488
58177.6,-32149.1,110628,129061,8489
45194.8,-41603.9,79701.7,100627,8492
45476.3,-40774.2,79544.7,100290,8493
54533.4,-35442.9,103380,122137,8535
54394.1,-36019.7,102611,121594,8536
53538.6,-35812.8,102947,121437,8537
53580.3,-36261.7,102452,121170,8538
54992.2,-35938,103036,122197,8539
54395.5,-36674.5,102153,121405,8540
55388.6,-36551.4,102639,122224,8541
54011.9,-38231.3,101094,120826,8542
54439.4,-37421.1,101684,121258,8543
54944,-37990.6,101406,121430,8544
55134.1,-37052.9,101939,121673,8545
51892.1,-20797.6,109064,122557,8555
51000.6,-21240.5,108974,122178,8556
50702.2,-20852.9,108146,121248,8557
50138.6,-20465.3,107490,120361,8558
49444.4,-20026.2,106907,119478,8559
43850.2,-44538.8,82377,103405,8580
44532.3,-45865.9,82766.4,104581,8581
44560.9,-44927.8,82323.4,103833,8582
60898.7,-16120.9,106548,123778,8667
60317,-16857.9,107805,124677,8668
61401.1,-16467.8,107750,125105,8669
61083.5,-16992.2,108821,125944,8670
64180.2,-20210.1,109571,128582,8671
50560,-38346.7,85801.4,106718,8707
50095.6,-38658.4,84332.6,105433,8708
49837.3,-37848,85014.3,105564,8709
50648.1,-39199.3,84726.3,106209,8710
47361.2,-41441.6,77547.8,99870.7,8714
48049.5,-41052.2,77140.8,99723.3,8715
46926.2,-41034.6,78190.6,99998.4,8716
42440.8,-46413.7,85537.9,106171,8725
42586.1,-45777.7,85108.7,105606,8727
61747.4,-19550.9,101255,120198,8782
62796.1,-19105.2,101803,121129,8783
61809.7,-18745.2,101411,120233,8784
53701.5,-44025.6,82471.4,107813,8816
53472.8,-43613.8,83141.4,108046,8817
59268.6,-38765,108214,129328,8835
54104.4,-21256,109316,123811,8884
55205.7,-20699.1,109444,124315,8885
55966.2,-20577.7,109667,124830,8886
61198.6,-22559.7,109424,127388,8923
62146.5,-22891.6,108993,127537,8924
60690.9,-21388.4,109947,127394,8925
48281.7,-20669.7,107069,119257,8964
47803.9,-21368.9,108116,120129,8965
47224.3,-21091.9,107260,119079,8966
47385.1,-20253.4,106861,118637,8967
47575.5,-20282.8,106302,118216,8968
47616,-49450.4,86011.9,110048,8987
61886.4,-23819.7,109147,127712,9017
62250.8,-24097.6,108400,127304,9018
61601.3,-24636.3,108598,127260,9019
53818,-43841,81559.1,107099,9070
46551.5,-20433.3,106295,117827,9130
51559,-40214.7,85786.6,107865,9173
51218.3,-40451,84984.9,107154,9174
51809,-41304.5,85394.6,108085,9175
51877.9,-41802.6,84347.9,107486,9176
51676.2,-41087.3,84615,107323,9177
51810.3,-41587.8,82890.2,106229,9178
51382.6,-40685.4,83589.6,106220,9179
52017.9,-41457.1,83542.5,106789,9180
50718.9,-39984.9,84127.9,106060,9181
65100.5,-22825.1,104141,124918,9254
64306.8,-23914.6,103685,124330,9255
64960.6,-22748,103318,124145,9256
64431.6,-23368.1,103162,123854,9257
63692.3,-23860.3,103058,123479,9258
48036.2,-43083.6,76535.8,100107,9259
48438.8,-42144.4,76296.5,99717.7,9260
47362.8,-44010.1,77173.5,100677,9261
52951.6,-43084.7,81073.1,105986,9271
52674.8,-42679.6,80538.2,105274,9272
53496.9,-43262.8,81517.3,106671,9273
52494.3,-41919.1,82744.7,106581,9274
52301.4,-42655.4,82428.9,106534,9275
53221.1,-43266.1,82165.9,107031,9276
39453.1,-38814.2,87034.8,103141,9285
40098.3,-39217.4,86400.3,103009,9286
39664.7,-39764.8,86591.8,103212,9287
65241.4,-15284.8,103892,123627,9320
63832.6,-24496.4,104010,124470,9418
59258,-31102.4,107308,126467,9443
59908.9,-30342,106885,126230,9444
60695.7,-28695.6,106273,125703,9445
60182.1,-29506.4,106666,125977,9446
63045.8,-23538.7,101050,121408,9457
63657.3,-23296.9,102013,122481,9458
63557.9,-22945.3,101440,121886,9459
59569.4,-39798.4,107617,129282,9471
44077.4,-43218.7,81426.9,102181,9526
58565.7,-40124.8,103201,125261,9538
44052.3,-28508,96926.3,110218,9539
44812.9,-28934.6,97432.5,111079,9540
44499.9,-29317,96294.2,110056,9541
44927.3,-29584.8,96917.7,110846,9542
44416.6,-28161.7,97653.4,110915,9543
44944.8,-28289.6,98429.4,111842,9544
45378.3,-29094.3,98670.8,112435,9545
43347.4,-27857.9,97642.9,110405,9546
44077.8,-27780.8,98563.5,111487,9547
43434.4,-29747.5,95190.1,108778,9548
44237.4,-30318.3,94553.1,108703,9549
44266.6,-29917.5,95637.5,109550,9550
43341.2,-29147.2,95746.7,109066,9551
42904.8,-28307.9,96607.9,109431,9552
43934.9,-28807.9,96111.6,109534,9553
48978.5,-41278.4,76971.3,100137,9558
49769.8,-41176.5,77278.2,100720,9559
65422.6,-20001,103965,124454,9565
64658,-18178.1,102857,122844,9566
65452.4,-19262.9,104060,124433,9567
65159.2,-19229.1,103376,123702,9568
65308.8,-18462.5,103908,124109,9569
52766.9,-42136.5,94589.3,116219,9579
53633,-41283,95049.4,116684,9580
50910.5,-30687.7,102626,118599,9623
52121.5,-29068.8,103227,119237,9624
52278.4,-29773.7,102815,119124,9625
51256.3,-29659.8,102651,118508,9626
50451.9,-30897.7,101840,117777,9627
51749.2,-30285.2,102730,118948,9628
49140.8,-25815.6,101445,115639,9653
49717.9,-25061.4,101662,115910,9654
51167.5,-25424.6,101975,116891,9655
51744,-45898.4,77095,103575,9677
49280.4,-47565.1,81772.4,106666,9693
49685.7,-47810.4,82623.1,107615,9694
50562.1,-47304.1,80620.9,106273,9695
50168.4,-47427.4,81467.7,106786,9696
49713.6,-47339.9,80766.4,105999,9697
50514.4,-47782,82185.2,107653,9698
50765.6,-47605.8,83047.5,108353,9699
51112.8,-47355.1,82112.3,107691,9700
51385.1,-47363.5,81232,107156,9701
46339.3,-33472.7,86590.6,103758,9759
47178.2,-34218.6,85832.5,103749,9760
46933.3,-32941.2,87187.4,104353,9761
46209.6,-33853.9,85774.2,103144,9762
43562.9,-31007.1,92811.7,107113,9804
44768.3,-31303.2,93094.7,107938,9805
44332.3,-30750.4,93622.9,108056,9806
43461.7,-31586.3,91381.4,106006,9807
44038.5,-31899.4,91079.9,106078,9808
44812.9,-31792.6,92231.8,107358,9809
44402.4,-31843.3,91617.3,106674,9810
60026.3,-39855,106718,128765,9845
59805.8,-39058.4,106668,128376,9846
59759.4,-38674.6,107451,128890,9847
65666.7,-22886.8,106558,127242,9883
47643.5,-44626.4,78088.8,101781,9927
44430.6,-38200.8,82474.5,101170,9968
43915.1,-39407.7,82503.1,101431,9969
43704.1,-38084.5,83020.3,101256,9970
45034.1,-39041.2,81054.6,100609,9971
44435.9,-39035.1,81690.3,100854,9972
44810.3,-38347.8,81557.6,100649,9973
45423.7,-44640.2,81731.7,103615,9998
44715.2,-44227.5,81472.1,102923,9999
59985.1,-16315.3,104517,121607,10014
60326.7,-16572.6,103532,120966,10015
61037.7,-16951.8,102586,120569,10016
50497.9,-36127.9,88706.5,108278,10024
58713.4,-35639,108822,128684,10041
58954.9,-36774.4,108981,129247,10042
58982.9,-37135.8,108103,128625,10043
59189,-37900.4,108499,129274,10044
59182.5,-36224.6,109837,129919,10045
45488.8,-45585,82347.3,104539,10091
46397.6,-45964.3,81925.6,104772,10092
47326,-46468.1,81992.8,105460,10093
49146.3,-19410.6,105485,117980,10111
48773.2,-18910.3,104588,116940,10112
60429.3,-46750.4,104164,129180,10118
50529.6,-47038.2,78798.6,104762,10184
51022.1,-47479.7,79372.3,105629,10185
50177.6,-47406.5,79837.1,105542,10186
51672,-44095.1,77080.3,102741,10262
50780.1,-43162.3,76876.5,101743,10263
50525.3,-42265.4,76731.1,101128,10264
49788.9,-42410.1,76464.2,100620,10265
49706.6,-43406.1,76410.2,100962,10266
49204.7,-42816.1,76256.4,100346,10267
61811.2,-17231.9,101770,120311,10279
61681.6,-16531.7,102218,120526,10280
62472.2,-17171.4,102066,120893,10281
63265.6,-16563.9,102235,121363,10282
62363,-16129.4,102113,120733,10283
62918.5,-15815.3,102449,121263,10284
60515.7,-17747,102117,120021,10285
61135,-17679.8,101803,120058,10286
60950.9,-18464.5,101790,120071,10287
62148.7,-18061.5,101579,120445,10288
50612,-41259,77994,101720,10289
50017.4,-41695.3,76617.7,100551,10290
50443.4,-41599.4,77223.7,101186,10291
50873.9,-42101.6,77428.7,101764,10292
51183.3,-41805.6,78240.2,102416,10293
48270.9,-22249.4,101232,114337,10327
48389.6,-21461.9,101575,114541,10328
49154,-21495.8,101629,114920,10329
47425.1,-21156.5,101514,114026,10330
51544.7,-47473.6,82624.7,108339,10364
51498,-47449.5,83734.1,109155,10365
52121.5,-46703.1,83096.2,108641,10366
50067.4,-48328.7,83492.5,108689,10367
50805.4,-48102.3,83939.4,109274,10368
52543,-46755.4,84003.9,109560,10369
56717.8,-47670.5,99301.2,123896,10481
56431.3,-48341.7,98653.5,123507,10483
40087.9,-31085.2,93653,106509,10502
58163.3,-44487.7,101279,124978,10513
45144.4,-40015.5,80671.8,100733,10553
60106.2,-41877.4,105902,128770,10647
59963.1,-42318.2,105057,128154,10648
59964.8,-41045.5,105703,128272,10649
52253.1,-37279.8,95047.5,114692,10678
51334.7,-37048.5,94970.6,114137,10679
47973.8,-32890,95863.8,112130,10700
48113.6,-33454.4,94631.4,111307,10701
48541.9,-33592.5,95329.9,112127,10702
48860,-34344.8,95198.8,112382,10703
49414.1,-34870.2,95499.8,113039,10704
49116.9,-33911.2,94404.5,111690,10705
52405.1,-44591.8,77514.5,103650,10795
51921.8,-44988.1,76975.1,103174,10796
58914.6,-16601,104987,121527,10805
60103.2,-16299.9,105393,122416,10806
58185.2,-31138.7,111502,129568,10878
58425.8,-31183.4,110510,128835,10879
58176.9,-31332.4,109787,128138,10880
58709.9,-30222.1,109666,128011,10881
58862.4,-31599.2,108311,127258,10882
60122.6,-40557.1,106378,128747,10916
51097.2,-48750.4,84891.9,110427,10940
51104.4,-48600.1,86247.8,111411,10941
49958,-48850.6,84154.7,109381,10942
54022.8,-46176.7,96031.2,119469,10947
53829.1,-45084.6,95706.2,118701,10948
53796.4,-44823.2,94786.8,117846,10949
53470.8,-45652.5,94683.7,117933,10950
53210.4,-46229.1,94406.1,117818,10951
59773.2,-19962,109289,126156,11034
59828.2,-18560.8,108858,125595,11035
58624.5,-19412.7,108963,125246,11036
58940.5,-18352.6,108939,125214,11037
53056.5,-27286.9,102942,118982,11069
52814.5,-26140.6,102320,118077,11070
42375.7,-27670.8,97386.9,109752,11096
53009.7,-33713.1,103451,121032,11114
53781.2,-34905.9,103452,121709,11115
54591.1,-34451.2,103571,122041,11116
54243.6,-33546,103703,121746,11117
54069.7,-32666.8,104056,121730,11118
53589.7,-33089.8,103290,120978,11119
44335.7,-33300.3,87377,103486,11137
43346.5,-33268.4,87698,103328,11138
45219.6,-33329.1,87168,103701,11139
50987.3,-37132.4,97497.4,116122,11146
50650.4,-36430.8,97250.6,115544,11147
50279.8,-36438.9,97958.5,115982,11148
50599.5,-36152.4,98802.6,116744,11149
51356.6,-36883.6,99550.2,117933,11150
51139.8,-36637.2,98788,117118,11151
62970.2,-22513.2,101016,121146,11191
48694.2,-19138.4,102916,115452,11256
49025.3,-18480.4,103164,115706,11257
