Points_0,Points_1,Points_2,Points_Magnitude,meshID
49673.6,-18958.3,102599,115557,11258
53819.7,-18431.3,103745,118319,11277
52825.8,-18443.5,103584,117730,11278
54508.4,-25361.8,102330,118684,11302
60188.3,-43001.9,105783,129081,11325
49006.4,-43424.9,76237.1,100496,11343
51914.8,-37512,96479.1,115804,11368
51487.9,-37612.9,96862,115965,11369
54749.7,-40294.5,96478.7,118023,11370
55447,-40707.8,97491.4,119315,11371
55173.9,-41612.7,97787.7,119742,11372
56241.7,-41277.9,98468.9,120678,11373
55935.1,-43692.4,98949.3,121773,11374
56512.2,-43195.7,99876.9,122617,11375
55869.5,-42717.4,99089.4,121511,11376
56612.4,-41811.6,99515.5,121887,11377
55446.1,-43017.7,98170.5,120674,11378
50865.9,-37439,86663.4,107236,11379
50549.8,-36684.3,87097.4,107177,11380
50336.5,-37244.9,86025.1,106401,11381
50099.8,-35964.1,87264.8,106858,11382
49736.9,-36148.1,86239.5,105914,11383
49274.9,-36133.7,85472.1,105067,11384
50024,-36818.4,85433,105626,11385
52549.1,-45951.1,77381.6,104215,11402
52236.2,-46902.9,77422.9,104512,11403
52845.7,-46613.9,77523.6,104764,11404
52277.5,-43736.2,78414.5,103897,11405
51729.5,-42507.2,78396,103096,11406
46402.5,-25419.8,100377,113468,11464
45298.2,-26056.4,100069,112892,11465
65918.2,-21680,109125,129319,11498
41898.3,-35570.5,86323.1,102335,11508
41008,-35471,87226.1,102705,11509
41948.8,-34676.4,87149.4,102748,11510
42269.5,-34935.4,86480.2,102401,11511
55394.9,-45715.8,97753.2,121302,11533
55368.3,-44848.4,97265.3,120572,11534
54855.1,-45032.1,96534.4,119816,11535
54720.9,-46100.4,96875.2,120434,11536
54670.6,-44425.3,96228.1,119257,11537
54758.6,-45646.9,96073.1,119634,11538
57534.1,-42852.2,100906,123808,11559
57178.6,-42919.2,100341,123206,11560
57598.2,-43719.5,100502,123813,11561
59977.7,-45622.4,103317,127879,11562
60473.1,-46257.6,103578,128550,11563
60062.3,-46637.3,102914,127960,11564
58584.1,-45253.1,101963,126002,11565
59471.4,-46312.7,102462,127201,11566
50542.3,-49626.4,89175.5,113884,11567
52121.5,-47608.3,88695.9,113359,11568
52289.2,-47333.1,88072.5,112833,11569
51469.6,-47817.9,88181.4,112746,11570
50457.3,-49219.6,88163.2,112877,11571
50941.4,-48483,87606.4,112341,11572
51174.9,-48467.4,88920.1,113467,11573
49317.6,-37846.3,84001.6,104503,11604
49541.2,-38378.3,83570.6,104457,11605
48278,-47378.4,82200.1,106453,11607
49889.5,-50552.7,88681.6,113618,11624
49046.8,-51376.8,88874.4,113771,11625
48979.1,-50978.2,87913,112811,11626
49615.5,-50051.9,88025.8,112763,11627
53426.1,-43547.9,84464.5,109018,11642
52882.3,-43217.3,84860.7,108929,11643
52411.8,-42277.8,86343.2,109497,11644
52549.3,-41767.2,85689,108851,11645
52507.3,-42264.5,84979.6,108466,11646
53080.7,-42727.7,85504.4,109335,11647
53816.6,-38317.2,96309.4,116790,11661
54434.7,-39432.6,96628.6,117708,11662
54795.1,-39530.1,97546.3,118661,11663
54354.4,-38763.6,95848,116807,11664
54092.3,-38417.9,94795.3,115707,11665
59507.3,-34041.9,107177,127228,11704
59260.1,-33482.4,106304,126227,11705
59113.7,-33069.4,105568,125430,11706
59842.7,-33398.7,107112,127160,11707
59688.4,-32794.1,106766,126638,11708
60116,-30672.3,106157,125794,11709
59253.1,-31108,105242,124718,11710
59870.6,-31448.4,106277,125969,11711
59580.3,-32022.8,105575,125385,11712
59904.6,-32131.3,106527,126368,11713
59732.5,-32420.5,104945,125030,11714
51804.9,-47431.1,80478.5,106819,11738
60733.2,-25304.7,108654,127022,11802
60642.2,-25875.3,109298,127644,11803
61744.5,-25244.1,108479,127347,11804
51945.6,-36924.8,94338.1,113848,11864
51264,-36673.3,93678.4,112910,11865
50937.9,-36157.2,94547.8,113319,11866
66934.8,-21861.4,107999,128926,11867
54955.2,-27740.3,103212,120176,11964
55245.2,-26955.9,102983,119934,11965
60010.8,-20811.5,109624,126696,11992
63807.5,-18978.9,109572,128209,12076
63448.6,-18190.7,109736,128057,12077
64233.1,-18359.4,109719,128457,12078
39590.5,-34692.9,88753.3,103190,12085
38932.5,-35321.9,88987.1,103354,12086
38723.8,-34754.5,89628.6,103637,12087
52423.5,-41675.8,87096.2,109867,12192
51679.4,-19136.6,103029,116842,12206
51567.6,-22412.2,110083,123611,12207
52172,-21801.8,110095,123766,12208
51533.7,-21549.7,109651,123059,12209
50734.8,-22116.1,110214,123330,12210
43077,-43226.5,84314.5,104082,12246
50670.5,-51486,90366.4,115691,12270
42294.3,-32020.1,90880.7,105230,12308
41786,-32411.2,89954.6,104347,12309
41561.2,-31862.4,91167,105138,12310
63896.1,-14645.7,103487,122502,12311
63551.3,-15131.6,102843,121838,12312
64982.9,-16266.9,108644,127636,12361
52615.4,-46665.1,87036.5,111899,12378
52224.1,-46989.7,86010.3,111055,12379
51915.3,-47518.1,87066.4,111954,12380
52326.5,-47398.2,85222,110668,12381
52020.1,-47830.9,86175.8,111446,12382
52232.1,-28394.2,102373,118384,12392
52583.1,-28053.1,102742,118777,12393
53158.6,-28202.3,102801,119119,12394
52584.3,-28581.5,102847,118994,12395
48257,-41599.5,76657.1,99677.3,12407
50705.2,-35052.7,91921.5,110676,12434
50151.8,-34338.5,92184.7,110419,12435
49306.7,-33835.9,92184.9,109882,12436
49840.5,-34857.4,92778.4,110937,12437
50795,-41212,78846.1,102446,12463
51480.6,-41801.8,79301.8,103375,12464
55572,-24537.3,101407,118210,12494
54920.2,-24691,101921,118380,12495
55716.3,-23921.5,101037,117835,12496
56609.5,-35151.8,103592,123173,12513
57374.4,-35546.9,103612,123656,12514
57831.8,-35040.3,104352,124345,12515
57102.4,-34299.3,103889,123410,12516
56520,-33697.2,103592,122725,12517
57636.3,-33318.9,104463,123873,12518
57912.1,-34221.6,104312,124121,12519
56247.9,-32129.8,103553,122145,12520
57491,-32460,103929,123126,12521
56510.9,-32924.7,103491,122425,12522
64919,-21985.3,104416,124902,12528
47636.4,-32567.9,94559.1,110776,12536
47360.1,-32616.1,93721.1,109957,12537
48330.5,-32943.6,93711.7,110467,12538
48958.5,-33547.6,93487.4,110735,12539
48387.3,-33091.9,92636.7,109626,12540
60118.1,-19051.6,109415,126289,12553
60512.8,-18173.1,108906,125907,12554
57901.4,-17261.3,106104,122101,12566
57102.1,-17634.8,106035,121717,12567
57158.6,-18294.5,106507,122252,12568
56352.2,-18003.8,105574,121019,12569
58254,-17115.6,105374,121615,12570
57315.4,-17404.6,105076,120950,12571
56197.2,-17640.7,104824,120239,12572
55249.6,-18160.5,105571,120530,12573
45674.9,-25169.3,100048,112824,12618
52805.7,-44606.3,78327.4,104467,12623
52333.3,-42129.6,90945.2,113069,12643
52136.4,-42715.8,90410,112769,12644
52563.1,-41787.1,90286.4,112520,12645
52338.3,-42205,89677.1,112083,12646
52574.8,-40966,90390.5,112307,12647
58127.6,-18973.9,101611,118590,12663
57944.6,-18566.6,102185,118929,12664
56675.2,-45817.7,99357.5,123220,12699
56063.2,-46167.3,98789.2,122612,12700
56342.9,-46876.5,98933.9,123125,12701
57283.4,-46131.3,99582.1,123799,12702
57115.9,-46942.6,99753,124163,12703
49891.9,-47176.9,79305.3,104901,12712
49525.1,-46782.7,78900.5,104243,12713
49549.2,-46783.2,79946.9,105049,12714
57144.6,-29281.4,103276,121609,12771
56641.8,-28685.9,102999,120996,12772
57712.5,-28608,102887,121387,12773
58271.1,-28028.8,102500,121192,12774
63343.5,-22971.9,109534,128599,12776
62789.8,-22412.4,109281,128013,12777
61989.8,-22007.4,109096,127393,12778
63165.1,-21738.9,109496,128265,12779
61568.8,-21743.5,109830,127774,12780
60691.5,-42637.3,106567,129838,12846
60646.9,-42026,106703,129730,12847
42629.3,-34238.7,87387.9,103083,12868
65737.2,-17611.6,109354,128802,12904
64988.1,-17424.9,109691,128683,12905
60036.4,-21768.7,110322,127472,12906
61784.7,-20385.8,101225,120331,12917
61538.7,-21353.2,100972,120160,12918
60567.7,-21124.9,100876,119544,12919
61291.8,-22184,100825,120060,12920
60666.8,-45986,104531,129313,12975
56980.9,-27139.7,112599,129081,12983
56499.9,-27068.2,113163,129348,12984
57808.4,-26581.2,112041,128847,12985
56977.7,-26186.1,112331,128648,12986
57494.3,-25767.9,112026,128528,12987
58438.4,-34397.9,108660,128083,12988
59020.9,-35105.6,108275,128216,12989
58596.6,-34696.8,109428,128887,12991
40972.4,-31127.2,92791.4,106103,13002
41426,-31707.2,92008.6,105769,13003
58249.3,-26918.2,111716,128833,13080
57119.9,-28313.5,112303,129137,13081
57744.3,-27617.8,111693,128734,13082
44468.4,-39929.1,81566,101118,13107
44493.4,-40807.8,81215.7,101197,13108
43931.8,-40774.4,82284,101800,13109
43923.3,-41687.7,82168.6,102073,13110
58278.6,-21054.6,100847,118363,13126
57666.1,-21394.9,100900,118169,13127
46650.8,-32492.9,89015.2,105621,13169
46678.9,-32487.8,88427.9,105137,13170
45681,-32704.9,88444.4,104780,13171
46218.9,-32921.1,87890.3,104617,13172
45443.6,-32695.8,89303.9,105401,13173
44293.1,-32332.4,90138.7,105509,13174
46186.8,-32354.8,89596,105865,13175
53017.3,-36108.6,102106,120583,13186
53497.6,-38337.7,100293,119960,13187
53261.1,-37630,100661,119939,13188
53724.5,-37403.1,101579,120845,13189
53646.8,-36850,102093,121074,13190
58992.6,-16726.2,104334,121018,13239
58296.7,-17051.9,103874,120329,13240
57686,-17651.5,104440,120611,13241
58332.2,-16989.9,104457,120841,13242
52016.3,-45465.1,91937.2,115001,13243
52024,-44372,91514.3,114238,13244
51947.2,-45469.4,91011.2,114232,13245
52547.1,-47052.5,81305.8,107637,13307
52703.2,-47523.9,80405.5,107244,13308
60549.4,-15675.4,104610,121882,13315
64716.1,-14783.6,103817,123226,13410
64598.1,-15151.6,103263,122743,13411
60933.5,-16208,102952,120726,13464
60881.8,-15504.5,103941,121453,13465
59077,-33897.1,108004,127687,13484
58914.2,-32851.6,107833,127193,13485
59009.1,-33820.9,108902,128396,13486
49731.1,-39476.7,81157,103044,13512
50319.4,-40429.9,79757,102605,13513
50592.5,-39895.3,80515.8,103121,13514
50028.6,-39772.6,80094.9,102469,13515
41847.9,-36309.3,85619.5,101982,13523
51916.1,-42632,91664.3,113645,13564
52874.5,-35337.5,102896,120963,13565
54837.5,-18128.2,106106,120807,13638
55850.5,-18191.5,106236,121393,13639
56010.5,-18636.3,107149,122333,13640
48446,-19845.6,105572,117840,13658
49215.8,-48891.3,84703.2,109486,13663
49300.5,-48234.9,83793.8,108529,13664
64334,-24122.2,105078,125547,13669
63523.9,-24666.5,104872,125067,13670
48716.7,-36221.8,84956.9,104417,13702
49148.3,-37020,84619.9,104626,13703
48855.6,-46814.6,80635.4,105264,13758
48623.7,-47066.1,81505.6,105937,13759
49073.6,-47406.9,81032.5,105933,13760
44007.1,-21154.8,102296,113352,13812
51860.3,-43580.6,77819.1,103173,13845
51177.7,-42911.9,77709.6,102466,13846
48242,-28061,100881,115290,13866
47868.7,-29846.9,100389,115153,13867
47440.1,-28874.8,100071,114449,13868
48442.6,-28918,100721,115445,13869
46974.1,-29457.6,99872.2,114231,13870
46297.5,-29610.8,99182.7,113391,13871
46972.9,-28477,99544.6,113695,13872
51622,-51731.5,91693.1,117254,13876
51926.8,-47715.2,78735,105699,13882
51171.2,-47445.3,78212.1,104817,13883
51590.2,-46701.1,77674.9,104288,13884
50703.4,-46669.6,77930.5,104029,13885
52323.4,-39002.5,88448.6,109919,13888
52374.8,-39451.8,90002.5,111355,13889
52242.4,-39821.3,89189.2,110769,13890
52256.6,-40505.4,89611.7,111363,13891
47761,-30979.4,99514.9,114648,13995
47432.2,-30071.8,99539.2,114290,13996
46880.2,-30134.1,98808,113441,13997
47473.6,-31326.1,98673.9,113893,13998
47874.4,-32179.2,98975.4,114558,13999
52306.5,-46812.2,91205.7,115091,14000
50854.8,-40005.1,82693.6,104999,14035
52489.9,-46072,91982.1,115493,14063
51947.7,-46345.6,89982.9,113769,14064
51898.3,-45285.1,90257.8,113537,14065
60043.3,-44458.3,104088,128125,14085
60150.6,-44723.5,103116,127480,14086
64034.2,-21028.9,109539,128613,14089
64207.2,-21679.3,109453,128734,14090
63061.9,-21022.5,109787,128343,14091
63310.1,-19423.7,109724,128159,14140
64015.3,-19646.7,110041,128814,14141
54012.3,-45414.9,84236.5,109889,14143
57135.9,-41513.4,100081,122491,14154
56752.7,-40783.1,100090,122074,14155
56474.8,-40266.5,100861,122408,14156
56262.3,-40103.6,99869.4,121440,14157
55776,-39698.4,99211,120539,14158
55448.5,-40196.3,98385.8,119875,14159
55997.9,-40869.6,99384.1,121175,14160
58572.1,-42170.4,102750,125565,14163
41318.2,-32808.8,89476.2,103873,14191
62277.9,-26791.6,105853,125703,14195
61546.3,-26683.8,106317,125711,14196
54239.2,-40796.6,95811.6,117414,14209
52332.4,-43613.2,89199.1,112238,14220
52089.1,-44742.5,89307.8,112655,14221
45423.4,-38067.5,81939.2,101126,14258
44888.8,-37285.8,82675.4,101195,14259
46058.2,-37367,82897,101929,14260
45298.4,-37092.2,83349.9,101858,14261
64084.9,-14556,106465,125114,14275
56547.3,-21098,110222,125665,14311
55741.9,-21260.9,110469,125549,14312
54815.3,-21311.5,110283,124985,14313
54049.7,-22227.4,110611,125101,14314
52973.2,-21703.1,110194,124177,14315
49668.2,-33495.9,90389.1,108439,14317
49465,-33514.3,91296.7,109110,14318
48767,-19993.9,106331,118677,14336
51242.2,-37484.1,98911.9,117535,14352
51963.2,-37796.4,99402.3,118362,14353
51468.5,-37663.1,97508.9,116514,14354
51708.5,-38081.9,98203.1,117336,14355
52527.7,-38388.5,97382,117116,14356
52239.8,-38851.2,98230.6,117846,14357
52357.9,-38515.6,99180.5,118582,14358
58360.9,-35757.8,104504,124923,14387
57335,-36575.6,103444,123797,14388
58031.1,-36468.9,104172,124697,14389
55641.6,-33075.9,103349,121947,14421
55128.7,-32361.2,103539,121683,14422
55870,-33777.5,103389,122277,14423
55183.3,-33966.8,103438,122059,14424
55885.1,-35619.1,103076,122542,14425
55897.6,-34498.9,103289,122406,14426
55143.1,-35013.3,103295,122215,14427
50209.1,-18478.3,103141,116192,14455
59623.9,-21847.3,100443,118832,14459
58853.3,-22425.4,100211,118359,14460
58552.1,-21797.2,100194,118078,14461
60700,-22506.9,100308,119385,14462
59730.4,-22690.5,100243,118875,14463
50357.5,-35160.7,88946.5,108091,14478
61131.3,-17729.7,109167,126368,14485
45267.6,-29979.2,96436.5,110670,14486
44856.4,-30865.6,94107,108724,14487
44989.7,-30366,94717.2,109167,14488
45287,-31461.1,93604.4,108639,14489
45267.4,-30163.2,95656.7,110042,14490
59800.2,-16598.9,106703,123439,14500
57716.7,-27435.7,102332,120647,14524
56960.4,-27884.6,103078,121025,14525
52943.6,-38144.6,99857.8,119288,14527
53317.4,-38818.8,99520.5,119390,14528
52804.7,-37450.2,99916.3,119055,14529
52056.4,-45535,89656.2,113232,14534
52281.5,-22375.8,110781,124525,14581
47680.6,-32344.4,92795,109227,14592
47174.5,-31741.9,93208.3,109182,14593
59395.7,-19992.7,101394,119199,14618
59063.2,-20546,100914,118719,14619
59534.2,-21099.7,101029,119149,14620
58886.2,-19999.2,109581,125998,14625
66647.3,-16068.4,106415,126587,14659
55298.3,-46756.4,98065.1,121905,14660
54783.8,-47098.3,96875.3,120848,14661
59749.3,-29994.9,104015,123648,14690
46698.8,-38549.4,81510.5,101542,14716
46430,-37881.2,82251.5,101765,14717
45844.1,-38480,81513.1,101128,14718
58221.3,-23173.1,100094,118091,14732
50844.5,-19788.7,102895,116465,14754
50994.6,-18948.2,103417,116853,14755
53241.7,-41438,94163,115838,14787
53048.2,-40873,93257.4,114811,14788
43190.4,-42115.8,82882.2,102512,14791
42403.4,-42174.3,84917.5,103864,14792
42831.2,-41382,83670.6,102702,14793
42781.9,-42343,84221.9,103521,14794
43204.7,-42486.3,83512.4,103180,14795
45784.4,-31905.9,92854.4,108333,14797
50773.8,-36349.8,87836.4,107771,14828
66598.6,-21222.1,106723,127576,14866
61420.9,-22761.6,100174,119689,14926
51358.3,-40708.6,82181.6,105113,14929
51020.1,-39996.8,81815.5,104387,14930
50490,-39617.9,81260.3,103547,14931
43031.4,-38962.5,83473.3,101674,14963
47672.7,-19233.5,103943,115960,14972
47306.6,-19208.5,104583,116381,14973
48442,-18725.5,103803,116070,14974
58999,-16815.4,106068,122532,14982
59327.1,-16232.7,105641,122242,14983
54985.5,-28657.6,103494,120647,14986
51372.7,-32453.7,102341,119021,15006
50690.3,-32993.6,101942,118534,15007
49943.9,-33773.7,100343,117063,15008
49506.9,-32793.1,101052,117208,15009
50788.9,-31945.6,102144,118463,15010
49935.5,-31956.8,101551,117590,15011
50410.9,-32720.7,101076,117594,15012
53430.9,-43321.6,86746.6,110710,15040
59103.2,-27076,109690,127508,15042
60602.3,-20219.5,101545,119970,15106
61037.9,-19679.5,101172,119786,15107
59863.1,-19342.3,101701,119586,15108
61126.2,-19069.3,101359,119890,15109
58833.5,-18909.2,102001,119261,15110
66723.9,-20363.8,106862,127618,15140
53305.4,-24562,101652,117379,15160
53532.1,-25283,102178,118090,15161
54162.5,-24379.9,101618,117704,15162
47535,-44953.7,79145.5,102686,15171
46956.7,-44095.3,79166.2,102062,15172
47067.5,-44928.9,79939,103074,15173
51722.1,-28775.7,102286,118176,15180
63130.2,-23729,108783,127993,15183
64093.8,-23423.4,109063,128652,15184
63081.6,-24318.3,108283,127655,15185
44571.2,-32693.8,88107.1,104011,15244
45114.2,-33000.4,87942.6,104203,15245
48294.1,-33743.3,96224,112827,15255
47879.6,-32982.7,96543.9,112699,15256
43033.4,-37793.3,83568,101310,15258
44204.3,-37082.4,83401,101414,15259
44319.7,-37560.9,82836.2,101178,15260
43251.7,-37191,84168.3,101677,15261
43764.7,-36571.6,83759.1,101333,15262
41086.2,-33586,88549.7,103233,15297
40625.6,-34273.9,88445.2,103188,15298
41572.6,-34107.6,87864.6,103014,15299
45966.4,-32973.1,87272,104003,15306
45633.4,-33301.3,86483.6,103300,15307
48072,-50979.7,87655.2,112220,15310
51569.1,-18773.7,104018,117608,15315
52499.3,-18351.3,104298,118199,15316
52273.6,-18743.2,103633,117574,15317
42024.5,-26811,97898.8,109859,15328
41411.2,-28006.7,96598,108768,15329
42193.9,-28230.7,96513.7,109051,15330
41708,-27371.5,96977,109056,15331
42622.8,-28837.3,95930.6,108862,15332
41957.7,-29654.6,95375.6,108334,15333
41921.5,-28388.6,96028.3,108558,15334
50091.6,-35803.2,95501.4,113629,15358
55870.7,-31329,103436,121664,15377
55109.2,-31237.7,103802,121605,15378
52426,-42058.4,83405.8,107116,15392
52648.1,-42746.9,83499.2,107570,15393
52967.8,-43073.5,82847.9,107353,15394
53137.2,-43328.4,83610.7,108128,15395
42014.4,-33187.8,89044.7,103902,15402
42449.3,-33407.9,88182.5,103413,15403
46826.2,-23614.2,101310,114079,15409
46568.4,-24739.6,100790,113751,15410
47656.7,-22855.4,101674,114591,15411
47705.3,-25158.1,101032,114526,15412
50852,-35510.5,89608,108979,15462
47675.2,-32317.8,89131,106121,15477
53096,-40214.5,92529.2,114009,15492
52802.7,-40540.8,91388.7,113064,15493
53347.8,-39818.3,91764.1,113367,15494
52965.9,-39252.7,91123.1,112470,15495
52716.2,-39918.6,90824.2,112346,15496
43136.6,-41309.8,82830.9,102119,15514
57978.8,-43431,101775,124924,15518
54158.1,-40498.3,95119.3,116709,15525
50060.9,-35756.4,98484.2,116120,15527
50039.9,-35937.7,97372.2,115225,15528
50237.2,-36546.3,96405.7,114689,15529
53655.1,-46020.6,84117.8,109875,15558
53350.6,-45817.1,84854.7,110208,15559
53348.2,-46622,84449,110233,15560
54045.9,-45759.6,83500.9,109487,15561
44477.6,-25248.5,100058,112371,15570
45480.4,-28247.7,98926.3,112485,15571
44846.1,-27531.7,98679.3,111834,15572
44760.9,-27031.3,99401,112316,15573
51148.9,-40371.3,80994.9,103953,15601
52902.3,-45699.6,86647.2,111332,15685
52694.6,-46195.9,85880.4,110843,15686
52780,-46556.7,84832.8,110226,15687
51017.3,-40887.4,79896.7,103238,15688
50291.8,-40609,78789.9,101913,15689
52388.2,-41424.2,91277.9,113102,15746
52609.6,-41098,92454.6,114038,15747
52538.8,-41850.3,91911.8,113840,15748
47148.2,-43871.1,77969,101128,15753
56738.1,-17770.7,104229,119995,15754
65053.2,-15792,102935,122788,15841
64359.2,-16147.8,102591,122179,15842
63863.1,-15586.9,102588,121843,15843
53122,-46482.8,81845.7,108080,15865
51720.3,-46966.2,81750.7,107536,15866
66556.7,-21349.7,108880,129385,15948
61055.4,-27997.1,106374,125806,15957
61352,-27424.5,105789,125330,15958
61039.9,-27442.8,106701,125953,15959
57764.8,-17357.7,106958,122793,16019
48688.5,-29620.9,100749,115751,16026
49300.5,-28639.1,101162,116123,16027
49284.4,-29400.9,101240,116374,16028
46811.3,-43338.2,78578.9,101213,16048
65995.3,-18036.6,104828,125178,16088
65980.2,-19003.2,104396,124952,16089
46545.3,-30207.9,98010.2,112628,16092
45992.1,-29543.1,98341.4,112513,16093
42320.3,-37233.2,84784.8,101812,16109
42284.9,-38024.3,84073.9,101500,16110
43214.3,-24796.5,99910.6,111644,16138
43747.9,-25121.7,99619.3,111665,16139
52212.4,-25875.7,101801,117299,16140
49210,-41947.8,76464.4,100140,16170
59483.1,-32431,107581,127136,16176
59432.2,-33403.3,107547,127335,16177
59575,-31900.7,107052,126598,16178
59260.8,-31818.6,107701,126979,16179
43316.3,-32097.1,90673,105490,16199
55099.8,-29349.2,103418,120800,16202
55090.2,-30200.8,103647,121201,16203
48048.9,-32083.1,99952.8,115449,16226
48536.8,-31921.4,100968,116487,16227
48389.2,-30671.2,100400,115596,16228
51138.7,-37112.3,96713.4,115525,16276
51359.6,-37007.3,95986.4,114981,16277
50948.9,-36468.3,95369.3,114110,16278
49987.3,-51016.6,89656.7,114629,16357
49742.1,-52177.3,89345.7,114802,16358
48987.7,-30596.2,101036,116380,16360
49531.3,-31067.5,101447,117090,16361
42582.4,-32238.5,90150.1,104784,16381
51572.9,-35150.8,91213,110522,16391
49622.3,-46654.6,78281.5,103764,16392
49089.5,-33661.8,99792.2,116195,16403
48706.7,-32717.5,99883.7,115843,16404
48717.7,-32757.3,98973,115074,16405
55936,-27606.3,103243,120624,16437
64198.3,-22956.5,102489,123095,16452
53408.8,-38641.6,96778,117097,16453
60618.4,-45652,104057,128789,16497
48476.3,-48440.9,84581.5,108860,16501
48381,-32496.7,88627.9,106074,16514
47887.2,-45244.5,77701.7,101872,16529
48107.5,-45308.4,78487.8,102604,16530
52727.5,-42618.9,84245.1,108138,16531
50595.8,-35887.1,92881.8,111691,16534
50676.8,-35972.3,93849.9,112561,16535
58806.3,-18103.9,101889,119026,16555
39484.1,-34187,89569.9,103685,16563
38991.6,-33610.6,90141.1,103805,16564
55783.7,-28419.3,103192,120698,16602
55964.9,-29067,103350,121071,16603
48211.1,-46236.1,80403.3,104531,16609
53127,-22362.3,111315,125354,16618
54739.2,-38033.1,100695,120758,16664
54387.4,-38609.7,100082,120271,16665
40008.6,-33879.9,88780.2,103104,16672
42743.5,-36071.4,85166.2,101889,16682
43450.7,-36547.4,84593.9,101881,16683
48647.6,-25791.4,100962,115000,16698
48559.6,-25216.3,101477,115289,16699
57835,-18015.6,107859,123705,16708
56933,-18133.9,107435,122933,16709
58072.1,-17062.7,107470,123342,16710
41337.6,-28670,95885.1,108281,16719
42717.5,-29979.1,94650.4,108084,16720
52337.5,-35791,102137,120217,16721
48859.6,-33199.9,88094.9,106067,16737
59641.4,-47420.7,102430,127663,16743
48327.6,-51690.6,88222.9,113096,16794
56409.9,-18586.3,108046,123294,16800
45785.3,-35228.6,84492.5,102354,16803
54238.4,-38939.1,99249.3,119618,16804
66291.3,-19786,109519,129539,16840
46455.9,-22721.8,101476,113894,16843
47713.7,-21902,101542,114311,16844
42343.3,-44485.8,84757.1,104670,16857
52482.5,-41823.3,92547.5,114318,16879
52633,-42817.2,89153.5,112035,16885
65175.7,-19787.8,102552,123111,17164
65739.5,-19835.5,103229,123981,17165
65273.3,-20604.8,102571,123312,17166
65792.1,-21510.8,104094,125008,17167
65756.7,-20858.7,103428,124324,17168
66024.1,-20450.3,104054,124918,17169
65712.7,-21701.5,102874,123985,17170
64831,-22241.2,101492,122468,17171
64613.4,-20925.1,100941,121663,17172
65116.6,-21261.3,102025,122887,17173
64618.5,-20208.5,101504,122012,17174
64323.7,-18736.8,101560,121668,17175
64752.5,-19061,102100,122395,17176
64092.5,-19406.4,101755,121814,17177
45713.1,-41296,78732.7,99969.4,17209
45844.6,-41924.4,78266.8,99925.3,17210
45048.8,-41704.1,78874.8,99949.3,17211
45819.7,-42747,77906.2,99980.6,17212
45359.4,-42642,78520.1,100206,17213
51392.8,-34387.5,92018.8,110866,17219
51429.8,-33860.5,91192.7,110035,17220
50485.5,-33401.7,92066.8,110185,17221
50802,-32996.6,91096.5,109399,17222
49942,-32743.2,91525.1,109285,17223
46802.4,-42331.3,76221.4,98955.1,17224
46795.2,-43302.8,76398.9,99507.4,17225
46129.7,-42776.5,77013,99442.4,17226
46592.1,-44178.3,76765.2,100077,17227
46319.6,-43648.9,77531.2,100309,17228
47727.1,-39375.8,79405.7,100666,17229
47316.9,-39771.7,78878.8,100212,17230
46533.2,-39348.6,79080.3,99836.6,17231
47071.2,-39492.1,78075.3,99353.3,17232
38684.3,-31344.7,91864.7,104490,17244
38191.3,-31754.3,90994.4,103667,17245
38537.3,-32043.7,90182.6,103174,17246
39063.1,-31688.1,91107.8,104071,17247
39403.5,-31429.7,91655.8,104600,17248
39937.1,-31535.8,90665.2,103970,17249
40042.6,-31276.6,91424.1,104594,17250
40236.3,-32667.1,88860.4,102870,17251
39302.1,-32487.4,89350,102876,17252
40444.4,-32404.3,89572.1,103484,17253
40443.2,-31939.1,90028.1,103734,17254
52288.1,-46066.8,76280.2,103319,17266
53014.6,-46971.4,76779.3,104460,17267
52101.4,-46705.7,76722.8,103838,17268
52481.9,-47566.4,77220.7,104785,17269
59008.1,-31803.6,112085,130600,17277
59919,-48473.7,101205,127210,17487
60334,-49650.1,101403,128015,17488
59919.7,-49188.9,100403,126849,17489
59738.1,-50192.1,100959,127595,17491
60677.2,-48248.7,102043,128150,17492
47580.1,-18552.8,102193,114243,17506
47597.8,-19167.5,101621,113841,17507
46841.7,-18768.8,102401,114159,17508
46631.7,-19180.4,101603,113427,17509
45725.4,-18735.2,102119,113447,17510
46061.3,-19864.8,101685,113385,17511
59480.1,-32266.1,108487,127861,17544
59846.5,-31415.1,108186,127565,17545
59538.3,-31343.1,108976,128074,17546
60037.2,-29775.2,108982,127938,17547
59757.1,-30504.9,108779,127806,17548
60442,-30319.7,108062,127475,17549
59607.1,-30403.8,109611,128421,17550
60718.1,-28697.1,108514,127615,17551
60651.7,-29374.6,107964,127270,17552
61038.6,-28288.4,107856,127118,17553
59802,-28879.9,109856,128369,17554
60151.3,-28783.7,109036,127811,17555
51885.1,-39060.8,85225.6,107150,17618
51761,-38837.8,86167.8,107761,17619
52197.7,-39468.6,86075.8,108127,17620
49312.9,-21273.6,109566,122021,17683
48800.7,-20935.7,109138,121371,17684
59835.4,-39489.6,103382,125808,17696
60200.8,-40172.2,104086,126775,17697
59549.2,-40527.7,103112,125780,17698
60610.2,-41240.5,103926,127181,17699
60656.4,-40208.1,105224,127937,17700
60253,-39490.9,104641,127042,17701
59619,-38303.5,103560,125484,17702
59873.9,-38768,104368,126414,17703
42911.6,-43958,82591.1,102932,17724
43172.6,-43051.2,81710.3,101950,17725
